"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Event-Related Potentials in Complex and Simple Words-Pseudowords Aloud Reading Task","P. Tarchi; F. Calà; L. Frassineti; A. Lanatà","Department of Information Engineering, Università Degli Studi di Firenze, Florence, Italy; Department of Information Engineering, Università Degli Studi di Firenze, Florence, Italy; Department of Information Engineering, Università Degli Studi di Firenze, Florence, Italy; Department of Information Engineering, Università Degli Studi di Firenze, Florence, Italy",2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"17 Dec 2024","2024","","","1","4","Pseudowords (PW) are invented or possible words (W) that do not really exist. They are a tool for assessing speech and learning disorders in various clinical applications, including research for children, youth, and older adults. This paper analyzes electroencephalographic (EEG) signals from a dry-EEG system during a 15-by-15 words/pseudowords aloud reading (WPWAR) task in a group of forty-four healthy volunteers. The N400 event-related potential (ERP) component and its power spectrum density (PSD) were analyzed in W and PW with different syllable lengths within the 200-600 ms time window. Preliminary results from the N400 component for W and PW of 3 and 4 syllables confirmed the semantic functions of the left prefrontal and right temporal cortices and the involvement of the right prefrontal and the left temporal cortices in incongruous and divergent processes. This opens the way for the potential application of PW length modulation as a marker for a clinical assessment process, offering a bridging investigation of ageing decline through executive dysfunction evaluation.","2694-0604","979-8-3503-7149-9","10.1109/EMBC53108.2024.10781967","Fondazione Cassa di Risparmio di Firenze; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10781967","ERP;N400;SLD;pseudowords;syllables","Pediatrics;Electric potential;Semantics;Modulation;Aging;Electroencephalography;Older adults;Engineering in medicine and biology","Humans;Reading;Evoked Potentials;Male;Electroencephalography;Female;Adult;Young Adult","","","21","IEEE","17 Dec 2024","","","IEEE","IEEE Conferences"
"Attention modulation of auditory event-related potentials in a brain-computer interface","N. J. Hill; T. N. Lal; K. Bierig; N. Birbaumer; B. Scholkopf","Department of Empirical Inference for Machine Learning and Perception, Max-Planck Institute of Biological Cybernetics, Tubingen, Germany; Department of Empirical Inference for Machine Learning and Perception, Max-Planck Institute of Biological Cybernetics, Tubingen, Germany; Department of Empirical Inference for Machine Learning and Perception, Max-Planck Institute of Biological Cybernetics, Tubingen, Germany; Institute of Medical Psychology and Behavioral Neurobiology, Eberhard-Karls-University of Tuebingen, Tubingen, Germany; Department of Empirical Inference for Machine Learning and Perception, Max-Planck Institute of Biological Cybernetics, Tubingen, Germany","IEEE International Workshop on Biomedical Circuits and Systems, 2004.","27 Jun 2005","2004","","","S3/5/INV","S3/17","Motivated by the particular problems involved in communicating with ""locked-in"" paralysed patients, we aim to develop a brain-computer interface that uses auditory stimuli. We describe a paradigm that allows a user to make a binary decision by focusing attention on one of two concurrent auditory stimulus sequences. Using support vector machine classification and recursive channel elimination on the independent components of averaged event-related potentials, we show that an untrained user's EEG data can be classified with an encouragingly high level of accuracy. This suggests that it is possible for users to modulate EEG signals in a single trial by the conscious direction of attention, well enough to be useful in BCI.","","0-7803-8665-5","10.1109/BIOCAS.2004.1454156","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1454156","","Brain computer interfaces;Electroencephalography;Electrodes;Enterprise resource planning;Electrooculography;Band pass filters;Cybernetics;Biomedical imaging;Psychology;Eyes","","10","","12","IEEE","27 Jun 2005","","","IEEE","IEEE Conferences"
"EEG-based Classification of Drivers Attention using Convolutional Neural Network","F. Atilla; M. Alimardani","Department of Cognitive Science and Artificial Intelligence, Tilburg University, Tilburg, Netherlands; Department of Cognitive Science and Artificial Intelligence, Tilburg University, Tilburg, Netherlands",2021 IEEE 2nd International Conference on Human-Machine Systems (ICHMS),"27 Oct 2021","2021","","","1","4","Accurate detection of a driver’s attention state can help develop assistive technologies that respond to unexpected hazards in real time and therefore improve road safety. This study compares the performance of several attention classifiers trained on participants’ brain activity. Participants performed a driving task in an immersive simulator where the car randomly deviated from the cruising lane. They had to correct the deviation and their response time was considered as an indicator of attention level. Participants repeated the task in two sessions; in one session they received kinesthetic feedback and in another session no feedback. Using their EEG signals, we trained three attention classifiers; a support vector machine (SVM) using EEG spectral band powers, and a Convolutional Neural Network (CNN) using either spectral features or the raw EEG data. Our results indicated that the CNN model trained on raw EEG data obtained under kinesthetic feedback achieved the highest accuracy (89%). While using a participant’s own brain activity to train the model resulted in the best performances, inter-subject transfer learning still performed high (75%), showing promise for calibration-free Brain-Computer Interface (BCI) systems. Our findings show that CNN and raw EEG signals can be employed for effective training of a passive BCI for real-time attention classification.","","978-1-6654-0170-8","10.1109/ICHMS53169.2021.9582625","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9582625","brain-computer interface;attention;driving;kinesthetic feedback;convolutional neural network (CNN);EEG","Support vector machines;Training;Transfer learning;Brain modeling;Electroencephalography;Real-time systems;Brain-computer interfaces","","6","","24","IEEE","27 Oct 2021","","","IEEE","IEEE Conferences"
"Individual event-related potentials extraction by VSS LMS adaptive Hermite model filter","M. Benkherrat; T. Nefati; F. Vidal; T. Hasbroucq; B. Burle","Laboratoire de Neurobiologie de la Cogrinition, CNRS UMR 6155, Aix Marseille Université, France; Université de Cergy, France; Laboratoire de Neurobiologie de la Cogrinition, CNRS UMR 6155, Aix Marseille Université, France; Laboratoire de Neurobiologie de la Cogrinition, CNRS UMR 6155, Aix Marseille Université, France; Laboratoire de Neurobiologie de la Cogrinition, CNRS UMR 6155, Aix Marseille Université, France",2009 35th Annual Conference of IEEE Industrial Electronics,"17 Feb 2010","2009","","","2087","2091","In this paper a method for improving the signal-to-noise ratio of individual event-related potentials response is presented. The method is based on adaptive Hermite model filter, where parameters of the Hermite model are adjusted by a variable step size least-mean-square algorithm. The performances of the method are evaluated with both simulations and real measurements of event-related potentials responses.","1553-572X","978-1-4244-4650-6","10.1109/IECON.2009.5415104","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5415104","","Variable structure systems;Least squares approximation;Adaptive filters;Enterprise resource planning;Brain modeling;Electroencephalography;Additive noise;Biomedical measurements;Time measurement;Digital filters","","2","","25","IEEE","17 Feb 2010","","","IEEE","IEEE Conferences"
"Higher Order Spectra Analysis of EEG Signals in Emotional Stress States","S. A. Hosseini; M. A. Khalilzadeh; M. B. Naghibi-Sistani; V. Niazmand","Biomedical Engineering, Islamic Azad University, Mashhad, Iran; Faculty of Engineering, Islamic Azad University, Mashhad, Iran; Faculty of Engineering, Ferdowsi University of Mashhad, Mashhad, Iran; General practitioner, Mashhad, Iran",2010 Second International Conference on Information Technology and Computer Science,"26 Aug 2010","2010","","","60","63","This paper proposes an emotional stress recognition system with EEG signals using higher order spectra (HOS). A visual induction based acquisition protocol is designed for recording the EEG signals in five channels (FP1, FP2, T3, T4 and Pz) under two emotional stress states of participants, Calm neutral and Negatively exited. After pre-processing the signals, higher order spectra are employed to extract the features for classifying human emotions. We used Genetic Algorithm for optimum features selection for the classifier. Using the SVM classifier, our study achieved an average accuracy of 82% for the two-above mentioned emotional stress states. We concluded that HOS analysis could be an accurate tool in the assessment of human emotional stress states. We achieved to same results compared to our previous studies.","","978-1-4244-7294-9","10.1109/ITCS.2010.21","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5557329","classification;emotional stress;EEG Signals;genetic algorithm;higher order spectra","Electroencephalography;Stress;Support vector machines;Kernel;Accuracy;Feature extraction;Training","","71","","15","IEEE","26 Aug 2010","","","IEEE","IEEE Conferences"
"Emotion recognition of EEG underlying favourite music by support vector machine","K. C. Tseng; B. -S. Lin; C. -M. Han; P. -S. Wang","Product Design and Development Laboratory, Department of Industrial Design, College of Management, Chang Gung University, Taoyuan, Taiwan; Institute of Imaging and Biomedical Photonics, National Chiao Tung University, Tainan, Taiwan; Product Design and Development Laboratory, Department of Industrial Design, College of Management, Chang Gung University, Taoyuan, Taiwan; Department of Physical Medicine and Rehabilitation, Chang Gung Medical Foundation, Taoyuan, Taiwan",2013 1st International Conference on Orange Technologies (ICOT),"30 May 2013","2013","","","155","158","This study aims to research the relationship between electroencephalography (EEG) at the prefrontal cortex (PFC) and emotion in the condition of different preference levels of music by applying a support vector machine (SVM). To achieve this, this study presents an EEG-based brain computer interface (BCI) music player, which can simultaneously analyse brain activities in real time and objectively provide therapists with physiological data for emotion detection in the experiment. The SVM result shows that more than 80% accuracy of elicited emotion based on 28 participants was analysed under the two factors of the frontal midline theta and alpha relation ratio. As such, it might suggest that significantly different stimuli are capable of enticing discernible EEG responses at frontal lobes, which is an indication of emotion and of providing an effective approach for application to multimedia with the abilities of EEG interpretation.","","978-1-4673-5936-8","10.1109/ICOT.2013.6521181","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6521181","EEG;emotion;support vector machine","Electroencephalography;Hafnium;Support vector machines;Music;Dementia;Brain;Accuracy","","16","","12","IEEE","30 May 2013","","","IEEE","IEEE Conferences"
"Brain Hemorrhage: When Brainwaves Leak Sensitive Medical Conditions and Personal Information","A. Neupane; K. Satvat; M. Hosseini; N. Saxena","Department of Computer Science, University of California Riverside, Riverside, USA; Department of Computer Science, University of Illinois at Chicago, Chicago, USA; Department of Computer Science, University of Illinois at Chicago, Chicago, USA; Department of Computer Science, University of Alabama at Birmingham, Birmingham, USA","2019 17th International Conference on Privacy, Security and Trust (PST)","6 Jan 2020","2019","","","1","10","Brain Computer Interfaces (BCI) are rapidly gaining popularity in consumer market. It is therefore important to analyze the security and privacy threats these devices may introduce to their users. In this paper, we explore how malicious access to brainwave signals may surreptitiously reveal users' privacy-sensitive medical conditions and personal information, while they are browsing the web (or interacting with an app). At a conceptual level, we investigate the potential of brainwave signals, captured during a user's normal interactions with visual stimuli (e.g., images and audio-visuals) through a website or computer, in exposing whether the user is suffering from a given medical disorder (e.g., drug abuse or autism) and to which demographics group the user belongs (e.g., young vs. elderly or male vs. female). At an empirical level, as two representative case studies into such conceptual attacks, we present a concrete brainwave privacy attack, (Brain) Hemorrhage11In the context of our work, the term “Hemorrhage” is an attack against brainwave privacy. Brain Hemorrhage is a type of alcoholic cocktail, and hence the terminology is also intended to capture one of the case studies of our work on Alcohol Use Disorder., focusing on the leakage of Alcohol Usage Disorder (AUD) and users' age group. Hemorrhage is designed using machine learning techniques to identify the users suffering from AUD and age group by analyzing the seemingly innocuous brainwave signals leaked online in response to users' viewing of simple images or watching of videos. Based on the publicly available EEG datasets on AUD and aging, our study shows that Hemorrhage can predict the presence or absence of alcohol usage disorder with the precision of 96% and the presence or absence of aging condition with 94% accuracy. We also analyze, visualize and interpret the differences in the brainwave signals corresponding to AUD and aging, which serves to justify why our attack succeeds. While the use of neuroimaging devices to diagnose medical disorders in clinical settings is a common practice in the medical field, our study constitutes one of the first steps towards exploring the malicious use of brainwave devices in compromising people's health information privacy in an online setting (otherwise protected under the HIPAA law) as well as their age privacy. Given any website can have unfettered, permission-less access to the signals captured by the current BCI devices, we believe that our work raises a serious online health privacy and age privacy issues as these devices get widely deployed.","2643-4202","978-1-7281-3265-5","10.1109/PST47121.2019.8949062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8949062","","","","7","","65","IEEE","6 Jan 2020","","","IEEE","IEEE Conferences"
"Extracting ERP by combination of Subspace Method and Lift Wavelet Transform","Xinbing Xiong; Yaguang Chen","School of Electrical and Informatics Engineering, South Central University of Nationalities, Wuhan, China; School of Electrical and Informatics Engineering, South Central University of Nationalities, Wuhan, China",2005 IEEE Engineering in Medicine and Biology 27th Annual Conference,"10 Apr 2006","2005","","","5938","5941","Event Related Potentials (ERP) recorded from the scalp include various noises. The main source of the noise is the spontaneous brain activity and it is called the background Electroencephalography (EEG). Because EEG is highly colored, we wouldn't effectively remove EEG noise by wavelet transform. This paper proposed a new approach that combined the subspace method and lift wavelet transform in order to reduce the number of trials required for the extraction of the brain Event Related Potentials. First, the signal subspace is estimated by applying the singular value decomposition (SVD). Orthonormal projecting the raw data onto the estimated signal subspace can obtain a pre-denoised signal and it whitened the colored noise. Next, the ERPs are extracted by lift wavelet construction of the enhanced version. Simulation results show that the combination of both two methods provides much better capability than each of them separately.","1558-4615","0-7803-8741-4","10.1109/IEMBS.2005.1615843","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1615843","Event Related Potentials;Singular Value Decomposition;Lift Wavelet Transform","Enterprise resource planning;Wavelet transforms;Electroencephalography;Data mining;Discrete wavelet transforms;Singular value decomposition;Colored noise;Noise reduction;Signal to noise ratio;Brain","","1","","9","IEEE","10 Apr 2006","","","IEEE","IEEE Conferences"
"Detection of user independent single trial ERPs in Brain Computer Interfaces: An adaptive spatial filtering approach","C. Leza; S. Puthusserypady","Department of Electrical Engineering, Technical University of Denmark, Denmark; Department of Electrical Engineering, Technical University of Denmark, Denmark",2017 39th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"14 Sep 2017","2017","","","2243","2246","Brain Computer Interfaces (BCIs) use brain signals to communicate with the external world. The main challenges to address are speed, accuracy and adaptability. Here, a novel algorithm for P300 based BCI spelling system is presented, specifically suited for single-trial detection of Event-Related Potentials (ERPs) by combining spatial filtering and new feature extraction methods. The adaptive spatial filtering technique, axDAWN, removes the need for calibration of the system thereby improving the overall speed of the system. Besides, axDAWN enhances the P300 response to target stimuli. The wavelet decomposition and entropy of the recorded ERPs are shown to be correlated with the presence of the P300 responses. The proposed scheme is validated thoroughly in a P300 speller and provides a solution to achieve high accuracy results for single-trial detection of ERPs, being the system user independent.","1558-4615","978-1-5090-2809-2","10.1109/EMBC.2017.8037301","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8037301","","Entropy;Electroencephalography;Multiresolution analysis;Brain-computer interfaces;Training;Discrete wavelet transforms;Support vector machines","Algorithms;Brain;Brain-Computer Interfaces;Electroencephalography;Event-Related Potentials, P300;Evoked Potentials","","","39","IEEE","14 Sep 2017","","","IEEE","IEEE Conferences"
"StreXNet: A Novel End-to-End Deep-Learning-Based Improved Multilevel Mental Stress Classification From EEG Sensors","A. Kumar; B. J. K.; S. P.; D. Joshi","Centre for Biomedical Engineering, Indian Institute of Technology Delhi (IIT Delhi), Delhi, India; Department of Mechanical Engineering, Columbia University, New York, NY, USA; Centre for Biomedical Engineering, Indian Institute of Technology Delhi (IIT Delhi), Delhi, India; Centre for Biomedical Engineering, IIT Delhi, Delhi, India",IEEE Sensors Journal,"13 Jan 2025","2025","25","2","3538","3551","Mental stress has emerged as a psychosocial issue that leads to functional impairment in routine work. It raises the risk of stroke, coronary disease, depression, and hypertension. Evidence suggests a significant impact on cortical brain activity during stressful events. If these brain activities are detected timely, the negative outcomes of stress can be reduced by coping mechanisms, personalized interventions, and timely support. In addition, detection of multilevel stress may facilitate early interventions. Electroencephalography (EEG) sensors have been a potential marker for mental stress classification. However, the heterogeneity in manual feature extraction across researchers makes it difficult to standardize the classification pipeline. Moreover, the feature extraction process requires expert knowledge. To eliminate the need for feature extraction, the present study proposes an end-to-end multilevel mental stress classification from 64-channel EEG sensors using the fusion of extreme gradient boosting (XGBoost), squeeze excitation (SE) block-enhanced convolutional neural network (CNN), and long short-term memory (LSTM) with self-attention-based deep learning model, StreXNet. The results illustrate the improved classification accuracy, in comparison to previous studies, of the proposed StreXNet model with  $91.60~\pm ~3.01$ % and  $91.81~\pm ~4.26$ % for two-class and four-class classification, respectively. The one-way repeated measure ANOVA shows a significant difference [ ${F} \text {(4},\text {68)} =20.261$ ;  ${p} =0.000$ ] and [ ${F} \text {(4},\text {68)} =46.625$ ;  ${p} =0.000$ ] in classification accuracy between the proposed StreXNet model and other network architectures during two-class and four-class classification, respectively. These findings indicate that the proposed StreXNet deep learning model is more robust and effective for end-to-end classification of multilevel mental stress from EEG sensors.","1558-1748","","10.1109/JSEN.2024.3506984","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10780949","Deep learning;electroencephalography (EEG) sensors;end-to-end multilevel stress classification;health care industry;mental stress;wearable sensors","Human factors;Electroencephalography;Sensors;Brain modeling;Feature extraction;Long short term memory;Convolutional neural networks;Deep learning;Arithmetic;Accuracy","","","","50","IEEE","5 Dec 2024","","","IEEE","IEEE Journals"
"EEG authentication system based on auto-regression coefficients","J. Hu; Z. Mu","Institute of Information Technology, Jiangxi University of Technology, Nanchang, China; Institute of Information Technology, Jiangxi University of Technology, Nanchang, China",2016 10th International Conference on Intelligent Systems and Control (ISCO),"3 Nov 2016","2016","","","1","5","Researches on brain signals have indicated that electroencephalogram (EEG) signals of different persons under the same experimental environment have different identity characteristics. In order to better utilize EEG signals in identity authentication, a new analytical approach to study authentication system based on EEG signals is designed in this study. To increase the stability of authentication procedure, event related potentials (ERPs) are introduced in this study. Subjects' photos are used as one of stimulus source and subjects are divided into groups when their EEG signals are collected. To increase classification accuracy, auto-regression coefficients methods are used in this study to extract features.","","978-1-4673-7807-9","10.1109/ISCO.2016.7727122","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7727122","EEG (electroencephalograph);Event Related Potentials (ERPs);Authentication;Auto-Regression Coefficients","Electroencephalography;Authentication;Face;Feature extraction;Brain modeling;Brain mapping","","6","","25","IEEE","3 Nov 2016","","","IEEE","IEEE Conferences"
"Characterizing neural activity from EEG signals during game interaction using persistent homology","K. Gaurav; H. Jain; T. K. Reddy","Department of ECE, Indian Institute of Technology, Roorkee, India; Department of ECE, Indian Institute of Technology, Roorkee, India; Department of ECE, Indian Institute of Technology, Roorkee, India",2024 15th International Conference on Computing Communication and Networking Technologies (ICCCNT),"4 Nov 2024","2024","","","1","7","Understanding the complex neural activity patterns in the developing brain remains a pivotal challenge in neuro-science. Characterizing neural activity during game interaction offers a unique opportunity to explore brain dynamics in a naturalistic and engaging context. Electroencephalography (EEG) provides a non-invasive method to capture neural signals with high temporal resolution, making it well-suited for studying real-time brain activity during dynamic tasks like gaming. Such signals are non-stationary and exhibit a non-linear manifold nature, which makes it difficult in classifying into different states during interaction. Topological data learning (TDL) framework can help in this context. However, there has been limited study conducted on the application of TDL framework for the purpose of characterizing and classifying EEG data. Therefore, this work utilizes topological attributes like Betti numbers and persistent homology of dimension 0 and 1 extracted from EEG signals to study the neural activity of an individual. Random forest classifier is used to classify the EEG signals during game interaction with accuracy $84.49 \%$. Results show that the performance is at par with deep learning approaches even when less number of topological features are used. The proposed framework shows the efficacy of persistent homology features in EEG signal classification. The robustness of the proposed framework is assessed with publicly available EEG-based Mobile brain-body imaging (MoBI) data of children.","2473-7674","979-8-3503-7024-9","10.1109/ICCCNT61001.2024.10725755","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10725755","Brain computer interface;Video Game;EEG;Persistent Homology;Topological Data Analysis;Non-linear Manifold","Manifolds;Systematics;Neural activity;Games;Electroencephalography;Robustness;Real-time systems;Recording;Signal resolution;Random forests","","1","","43","IEEE","4 Nov 2024","","","IEEE","IEEE Conferences"
"Harmful Brain Activity Classification Using Ensemble Deep Learning","M. Habijan; R. Šojo; I. H. Tolić; I. Galić","Faculty of Electrical Engineering, Computer Science and Information Technology Osijek, Osijek, Croatia; Faculty of Electrical Engineering, Computer Science and Information Technology Osijek, Osijek, Croatia; Faculty of Electrical Engineering, Computer Science and Information Technology Osijek, Osijek, Croatia; Faculty of Electrical Engineering, Computer Science and Information Technology Osijek, Osijek, Croatia",2024 International Symposium ELMAR,"4 Oct 2024","2024","","","109","112","Electroencephalography (EEG) is a crucial tool for monitoring electrical brain activity and diagnosing neurological conditions. Manual analysis of EEG signals is time-consuming and prone to variability, necessitating automated methods for accurate and efficient interpretation. This paper presents an ensemble learning approach for the automated classification of harmful brain activity from EEG data. The model combines the strengths of ResNet1d GRU, EfficientNetB0, and EfficientNetB1 to predict brain activity from spectrograms and raw EEG signals. By leveraging the unique capabilities of each model and employing a weighted averaging scheme, the ensemble achieves a competitive Kullback-Liebler divergence score of 0.3 on the testing dataset. This approach demonstrates the potential of ensemble learning to improve the accuracy and robustness of automated EEG signal classification, offering a valuable tool for early detection and diagnosis of neurological conditions.","2835-3781","979-8-3503-7542-8","10.1109/ELMAR62909.2024.10694603","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10694603","Brain Activity Classification;EEG Signal Classification;Ensemble Learning;Deep Learning","Accuracy;Refining;Pattern classification;Predictive models;Brain modeling;Electroencephalography;Robustness;Ensemble learning;Spectrogram;Testing","","","","19","IEEE","4 Oct 2024","","","IEEE","IEEE Conferences"
"Analysis of Acute Stress Reaction with EEG using MI-mRMR EEG Channel Selection and Ensemble Learning with Majority Voting","M. R. Mazlan; A. S. A. Sukor; A. H. Adom; L. M. Kamarudin; H. Nishizaki; N. A. Rahim","Faculty of Electrical Engineering and Technology, University Malaysia Perlis, Arau, Malaysia; Faculty of Mechanical Engineering and Technology, University Malaysia Perlis, Arau, Malaysia; Faculty of Electrical Engineering and Technology, University Malaysia Perlis, Arau, Malaysia; Faculty of Electronic Engineering and Technology), University Malaysia Perlis, Arau, Malaysia; Faculty of Engineering, Yamanashi University, Kofu, Japan; Faculty of Electrical Engineering and Technology, University Malaysia Perlis, Arau, Malaysia",2024 International Conference on Cyberworlds (CW),"17 Mar 2025","2024","","","272","279","Individuals facing challenging and threatening situations significantly strain their minds and bodies. As a result, they may experience emotional, physical, or psychological stress. However, people perceive stress differently depending on how long or how severe their exposition to traumatic events is. Prolonged stress can cause significant and often inexplicable damage to both the body and mind. Because of that, early detection of human stress levels has become a prominent means of early diagnosis. Therefore, the major goal of this study is to investigate how human stress detection using Electroencephalography (EEG) which has been applied to EEG channel selection using Mutual Information (MI) with Minimum Redundancy Maximum Relevance (mRMR) (Mi$m R M R$) and the ensemble learning algorithm mainly using the method of bagging, boosting and stacking works in classifying different stress levels. On the other hand, the features were extracted using time-domain, frequency domain and timefrequency domain analysis containing relevant features related to stress data. Based on the experiment results, the ensemble learning method bagging performs better compared to the boosting method and can classify the data with the highest accuracy, highest F1 score, and highest precision, of 88 percent and highest precision of 94 percent. Hence, this shows the capability of the ensemble learning algorithms to classify stress EEG data that has been selected using (Mi-mRMR) algorithms as a means of early stress detection and diagnosis model.","2642-3596","979-8-3315-2717-4","10.1109/CW64301.2024.00038","Ministry of Higher Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10917710","Stress detection;Electroencephalography;Channel selection;Feature extraction;Cross-validation;Ensemble Learning","Redundancy;Human factors;Feature extraction;Boosting;Electroencephalography;Classification algorithms;Ensemble learning;Bagging;Stress;Mutual information","","","","52","IEEE","17 Mar 2025","","","IEEE","IEEE Conferences"
"A mobile driver safety system: Analysis of single-channel EEG on drowsiness detection","C. -K. A. Lim; Wai Chong Chia; Siew Wen Chin","Faculty of Science and Technology, Sunway University, Petaling Jaya, Malaysia; Faculty of Science and Technology, Sunway University, Petaling Jaya, Malaysia; Engineering Department, School of Engineering, Penang, Malaysia",2014 International Conference on Computational Science and Technology (ICCST),"19 Feb 2015","2014","","","1","5","Recent studies reveal that driving without sufficient sleep would increase the risk of road traffic accident. With the aim to facilitate a safer driving experience, eye activity detection algorithm were studied actively. Though the use of wired multi-channel brain computer interface (BCI) to monitor driver's mental state has shown promising results, but the actual practicality were limited by its inconvenience. Consequently, we examined the effectiveness of a wireless and wearable single-channel BCI in detecting driver's eye-states. Using the NeuroSky MindWave headset that entailed a single-electrode for prefrontal cortex, we observed an increment of low alpha activity during the transition from eyes-open to eyes-closed state. A monitoring system to keep drivers awake by means of alarm notifications is then implemented using adaptive percentage threshold algorithm for alarm-triggering purpose. Through simulation, our algorithm has demonstrated an EEG eye-states recognition system with: adequate detection rate of 31% per second, negligible false alarm rate of 0.5%, and minimum latency of 2 seconds.","","978-1-4799-3241-2","10.1109/ICCST.2014.7045175","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7045175","EEG;BCI;driver;eyes;safety","Electroencephalography;Vehicles;Safety;Headphones;Roads;Monitoring;Brain modeling","","24","","13","IEEE","19 Feb 2015","","","IEEE","IEEE Conferences"
"Wavelet entropy differentiations of event related potentials in dyslexia","G. A. Giannakakis; N. N. Tsiaparas; M. -F. S. Xenikou; C. Papageorgiou; K. S. Nikita","Biomedical Simulations and Imaging Laboratory, National and Technical University of Athens, Athens, Greece; Biomedical Simulations and Imaging Laboratory, National and Technical University of Athens, Athens, Greece; Biomedical Simulations and Imaging Laboratory, National and Technical University of Athens, Athens, Greece; Department of Psychiatry, Eginition Hospital, University of Athens (NKUA), Athens, Greece; Biomedical Simulations and Imaging Laboratory, National and Technical University of Athens, Athens, Greece",2008 8th IEEE International Conference on BioInformatics and BioEngineering,"8 Dec 2008","2008","","","1","6","The wavelet entropy (WE) of rest electroencephalogram (EEG) and of event-related potentials (ERP) carries information about the degree of order or disorder associated with a multi-frequency brain electrophysiological activity. In the present study, WE, relative WE and WE change were estimated for the EEG and ERP signals recorded during a working memory task, from dyslectic children and healthy subjects. The analysis of the two groups (controls vs dyslectics) revealed differentiations mainly in relative WE and WE change that takes into account the variability of rest EEG. These findings indicate that the WE can be employed as a quantitative measure for monitoring EEG and ERP activities and may provide a useful tool in analyzing electrophysiological signals associated with dyslexia.","","978-1-4244-2844-1","10.1109/BIBE.2008.4696836","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4696836","","Entropy;Enterprise resource planning;Electroencephalography;Biomedical measurements;Signal analysis;Brain modeling;Biomedical imaging;Optical imaging;Laboratories;Frequency","","20","","34","IEEE","8 Dec 2008","","","IEEE","IEEE Conferences"
"Classifying human emotional states using wireless EEG based ERP and functional connectivity measures","V. Bono; D. Biswas; S. Das; K. Maharatna","Electronics and Computer Science, University of Southampton, Hampshire, UK; Electronics and Computer Science, University of Southampton, Hampshire, UK; Electronics and Computer Science, University of Southampton, Hampshire, UK; Electronics and Computer Science, University of Southampton, Hampshire, UK",2016 IEEE-EMBS International Conference on Biomedical and Health Informatics (BHI),"21 Apr 2016","2016","","","200","203","In this paper we present a systematic exploration to determine several EEG based features for classifying three emotional states (happy, fearful and neutral) pertaining to face perception. EEG data were acquired through a 19-channel wireless system from eight adults under two conditions - in a constrained position and involving head-body movements. The movement EEG data was pre-processed using an artifact reduction algorithm and both datasets were processed to extract neurophysiological features - ERP components and from functional connectivity measures. The functional connectivity measures were processed using a brain connectivity toolbox and gray level co-occurrence matrices to generate a total of 463 features. The feature set was split into: training dataset comprising of constrained and movement EEG data and test dataset comprising of only movement EEG data. A retrospective cross-validation approach was run on the training dataset in conjunction with two classifiers (LDA and SVM) and the ranked feature set, to select the best features using a sequential forward selection algorithm. The best features were further used to prospectively classify the three emotions in the test dataset. Our results show that we can successfully classify the emotions using LDA with an accuracy of 89% and using top 17 ranked features.","2168-2208","978-1-5090-2455-1","10.1109/BHI.2016.7455869","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7455869","","Electroencephalography;Feature extraction;Face;Training;Correlation;Wireless communication;Emotion recognition","","8","","16","IEEE","21 Apr 2016","","","IEEE","IEEE Conferences"
