"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Joint Feature Adaptation and Graph Adaptive Label Propagation for Cross-Subject Emotion Recognition From EEG Signals","Y. Peng; W. Wang; W. Kong; F. Nie; B. -L. Lu; A. Cichocki","School of Computer Science and Technology, Zhejiang Key Laboratory of Brain-Machine Collaborative Intelligence, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Zhejiang Key Laboratory of Brain-Machine Collaborative Intelligence, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Zhejiang Key Laboratory of Brain-Machine Collaborative Intelligence, Hangzhou Dianzi University, Hangzhou, China; School of Artificial Intelligence, OPtics and ElectroNics (iOPEN), Northwestern Polytechnical University, Xi’an, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Center for Computational and Data-Intensive Science and Engineering, Skolkov Institute of Science and Technology, Moscow, Russia",IEEE Transactions on Affective Computing,"28 Nov 2022","2022","13","4","1941","1958","Though Electroencephalogram (EEG) could objectively reflect emotional states of our human beings, its weak, non-stationary, and low signal-to-noise properties easily cause the individual differences. To enhance the universality of affective brain-computer interface systems, transfer learning has been widely used to alleviate the data distribution discrepancies among subjects. However, most of existing approaches focused mainly on the domain-invariant feature learning, which is not unified together with the recognition process. In this paper, we propose a joint feature adaptation and graph adaptive label propagation model (JAGP) for cross-subject emotion recognition from EEG signals, which seamlessly unifies the three components of domain-invariant feature learning, emotional state estimation and optimal graph learning together into a single objective. We conduct extensive experiments on two benchmark SEED_IV and SEED_V data sets and the results reveal that 1) the recognition performance is greatly improved, indicating the effectiveness of the triple unification mode; 2) the emotion metric of EEG samples are gradually optimized during model training, showing the necessity of optimal graph learning, and 3) the projection matrix-induced feature importance is obtained based on which the critical frequency bands and brain regions corresponding to subject-invariant features can be automatically identified, demonstrating the superiority of the learned shared subspace.","1949-3045","","10.1109/TAFFC.2022.3189222","National Natural Science Foundation of China(grant numbers:61971173,U20B2074); National Key Research and Development Program of China(grant numbers:2017YFE0116800); Fundamental Research Funds for the Provincial Universities of Zhejiang(grant numbers:GK209907299001-008); Natural Science Foundation of Zhejiang Province(grant numbers:LY21F030005); China Postdoctoral Science Foundation(grant numbers:2017M620470); CAAC Key Laboratory of Flight Techniques and Flight Safety(grant numbers:FZ2021KF16); Guangxi Key Laboratory of Optoelectronic Information Processing(grant numbers:GD21202); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9817639","Electroencephalogram (EEG);emotion recognition;feature adaptation;graph learning;label propagation","Electroencephalography;Brain modeling;Emotion recognition;Data models;Adaptation models;Training;State estimation","","19","","60","IEEE","7 Jul 2022","","","IEEE","IEEE Journals"
"Research on Multimodal Emotion Recognition Based on Fusion of Electroencephalogram and Electrooculography","J. Yin; M. Wu; Y. Yang; P. Li; F. Li; W. Liang; Z. Lv","AHU-IAI AI Joint Laboratory, Anhui University, Hefei, China; Laboratory of Intelligent Information and Human-Computer Interaction, Anhui University, Hefei, China; State Key Laboratory of Brain and Cognitive Sciences, Institute of Biophysics (IBP), Chinese Academy of Sciences, Beijing, China; Laboratory of Intelligent Information and Human-Computer Interaction, Anhui University, Hefei, China; Key Laboratory of Flight Techniques and Flight Safety, Civil Aviation Flight University of China, Guanghan, China; Google Research, Mountain View, CA, USA; Key Laboratory of Flight Techniques and Flight Safety, Civil Aviation Flight University of China, Guanghan, China",IEEE Transactions on Instrumentation and Measurement,"6 Mar 2024","2024","73","","1","12","Emotion recognition plays a vital role in building a harmonious society and emotional interaction. Recent research has demonstrated that multimodal interchannel correlations and insufficient emotion elicitation plague deep learning-based emotion identification techniques. To cope with these problems, we propose a multimodal and channel attention fusion transformer (MCAF-Transformer). First, we employ an olfactory video approach to evoke emotional expression more fully and acquire electroencephalogram (EEG) and electrooculography (EOG) signal data. Second, the model makes full use of multimodal channel information, time-domain and spatial-domain information of EEG and EOG signals, captures the correlation of different channels using channel attention, and improves the accuracy of emotion recognition by focusing on the global dependence on the temporal order using the transformer. We conducted extensive experiments on the olfactory video sentiment dataset, and the experimental results were correct at 94.63%. The results show that olfactory videos evoke emotion more adequately than pure videos and that the MCAF-Transformer model significantly outperforms other emotion recognition methods.","1557-9662","","10.1109/TIM.2024.3370813","National Natural Science Foundation of China (NSFC)(grant numbers:61972437); Distinguish Youth Foundation of Anhui Scientific Committee(grant numbers:2208085J05); Open Fund of Key Laboratory of Flight Techniques and Flight Safety, Civil Aviation Administration of China (CAAC)(grant numbers:FZ2022KF15); Special Fund for Key Program of Science and Technology of Anhui Province(grant numbers:202203a07020008); Cloud Ginger XR-1 Platform; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10445754","Attention mechanisms;electroencephalogram (EEG) and electrooculography (EOG);multimodal;olfactory video emotion evocation;transformer","Electroencephalography;Feature extraction;Emotion recognition;Brain modeling;Transformers;Electrooculography;Time-domain analysis","","","","45","IEEE","27 Feb 2024","","","IEEE","IEEE Journals"
"Using EEG to detect drivers' emotion with Bayesian Networks","X. -A. Fan; L. -Z. Bi; Z. -L. Chen","School of Mechanical and Vehicular Engineering, Beijing Institute of Technology, Beijing, China; School of Mechanical Engineering, Beijing Institute of Technology, Beijing, China; School of Mechanical Engineering, Beijing Institute of Technology, Beijing, China",2010 International Conference on Machine Learning and Cybernetics,"20 Sep 2010","2010","3","","1177","1181","Driver behavior plays a critical role in driving safety. Besides alcohol and fatigue, emotion is another factor influencing driver behavior. Thus, the detection of driver emotion can contribute to improve driving safety. In this paper, we use Bayesian Network (BNs) to develop a detection model of driver emotion with electroencephalogram (EEG), which considers two factors of driver personality and traffic situation. The preliminary experiment results suggest that this method is feasible and therefore can be used to provide adaptive aiding.","2160-1348","978-1-4244-6527-9","10.1109/ICMLC.2010.5580919","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5580919","Driver emotion;Driving safety;EEG;Detection model;Bayesian Networks","Brain modeling;Driver circuits;Electroencephalography;Bayesian methods;Probability distribution;Safety;Biological system modeling","","17","","16","IEEE","20 Sep 2010","","","IEEE","IEEE Conferences"
"Multimodal Emotion Recognition Based on EEG and EOG Signals Evoked by the Video-Odor Stimuli","M. Wu; W. Teng; C. Fan; S. Pei; P. Li; G. Pei; T. Li; W. Liang; Z. Lv","Anhui Province Key Laboratory of Multimodal Cognitive Computation and the School of Computer Science and Technology, Anhui University, Hefei, China; Anhui Province Key Laboratory of Multimodal Cognitive Computation and the School of Computer Science and Technology, Anhui University, Hefei, China; Anhui Province Key Laboratory of Multimodal Cognitive Computation and the School of Computer Science and Technology, Anhui University, Hefei, China; Anhui Province Key Laboratory of Multimodal Cognitive Computation and the School of Computer Science and Technology, Anhui University, Hefei, China; Anhui Province Key Laboratory of Multimodal Cognitive Computation and the School of Computer Science and Technology, Anhui University, Hefei, China; Zhejiang Laboratory, Institute of Artificial Intelligence, Hangzhou, China; Zhejiang Laboratory, Institute of Artificial Intelligence, Hangzhou, China; Google Inc., Mountain View, CA, USA; Zhejiang Laboratory, Institute of Artificial Intelligence, Hangzhou, China",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"20 Sep 2024","2024","32","","3496","3505","Affective data is the basis of emotion recognition, which is mainly acquired through extrinsic elicitation. To investigate the enhancing effects of multi-sensory stimuli on emotion elicitation and emotion recognition, we designed an experimental paradigm involving visual, auditory, and olfactory senses. A multimodal emotional dataset (OVPD-II) that employed the video-only or video-odor patterns as the stimuli materials, and recorded the electroencephalogram (EEG) and electrooculogram (EOG) signals, was created. The feedback results reported by subjects after each trial demonstrated that the video-odor pattern outperformed the video-only pattern in evoking individuals’ emotions. To further validate the efficiency of the video-odor pattern, the transformer was employed to perform the emotion recognition task, where the highest accuracy reached 86.65% (66.12%) for EEG (EOG) modality with the video-odor pattern, which improved by 1.42% (3.43%) compared with the video-only pattern. What’s more, the hybrid fusion (HF) method combined with the transformer and joint training was developed to improve the performance of the emotion recognition task, which achieved classify accuracies of 89.50% and 88.47% for the video-odor and video-only patterns, respectively.","1558-0210","","10.1109/TNSRE.2024.3457580","National Natural Science Foundation of China(grant numbers:62476004); Excellent Youth Foundation of Anhui Scientific Committee(grant numbers:2208085J05); National Key Research and Development Program of China(grant numbers:2021ZD0201502); Special Fund for Key Program of Science and Technology of Anhui Province(grant numbers:202203a07020008); Natural Science Foundation of Anhui Province(grant numbers:2108085MF207); Open Research Projects of Zhejiang Laboratory(grant numbers:2021KH0AB06); Open Projects Program of National Laboratory of Pattern Recognition(grant numbers:202200014); Open Fund Project of Key Laboratory of Civil Aviation Flight Technology and Flight Safety(grant numbers:FZ2022KF15); Cloud Ginger XR-1(grant numbers:FZ2022KF15); Cloud Ginger(grant numbers:XR-1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10672559","Electroencephalogram (EEG);electrooculogram (EOG);emotion recognition;video-odor stimuli;multi-modal fusion","Electroencephalography;Videos;Emotion recognition;Electrooculography;Physiology;Feature extraction;Electrodes","Humans;Electroencephalography;Emotions;Male;Female;Young Adult;Electrooculography;Adult;Odorants;Algorithms;Video Recording;Photic Stimulation;Reproducibility of Results;Healthy Volunteers","2","","45","CCBYNCND","10 Sep 2024","","","IEEE","IEEE Journals"
"Affective Brain-Computer Interfaces: The Significance of P300 Components in Emotion Detection and Classification","C. Cheng; Y. Liu; C. Liao","Xi'an Shiyou University, Xi'an, China; Xi'an Shiyou University, Xi'an, China; School of Computer Science, Xi'an Shiyou University, Xi'an, China",2023 2nd International Conference on Artificial Intelligence and Intelligent Information Processing (AIIIP),"6 Feb 2024","2023","","","357","361","This paper provides an in-depth analysis around the application of P300 EEG signals in EEG emotion recognition. The P300 components in the SEED dataset are extracted by peak detection method and the 4D-CRNN model is improved, which confirms the effectiveness of the P300 components in emotion recognition. The improved model has high accuracy and good generalization ability in the emotion classification task. The model not only adapts to the characteristics of P300 signals, but also shows good performance in the emotion classification task. This study reinforces the importance of the P300 component in emotion recognition, contributes new value to emotion learning datasets in the field of emotional brain-computer interfaces and provides new perspectives and clues for subsequent research in related fields.","","979-8-3503-7145-1","10.1109/AIIIP61647.2023.00075","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10417638","emotion recognition;affective brain-computer interface;P300 component","Training;Emotion recognition;Adaptation models;Brain modeling;Electroencephalography;Brain-computer interfaces;Task analysis","","","","10","IEEE","6 Feb 2024","","","IEEE","IEEE Conferences"
"MASTF-net: An EEG Emotion Recognition Network Based on Multi-Source Domain Adaptive Method Based on Spatio-Temporal Image and Frequency Domain Information","H. Xu; Z. Pei; Q. Han; M. Hou; X. Qian; T. Weng; Y. Tian; Z. Qiu; B. Zhou","School of Intelligent Technology and Engineering, Chongqing University of Science and Technology, Chongqing, China; School of Materials Science and Engineering, Chongqing University of Arts and Sciences, Chongqing, China; School of Intelligent Technology and Engineering, Chongqing University of Science and Technology, Chongqing, China; School of Intelligent Technology and Engineering, Chongqing University of Science and Technology, Chongqing, China; School of Intelligent Technology and Engineering, Chongqing University of Science and Technology, Chongqing, China; School of Electrical Engineering, Chongqing University of Science and Technology, Chongqing, China; School of Intelligent Technology and Engineering, Chongqing University of Science and Technology, Chongqing, China; School of Intelligent Technology and Engineering, Chongqing University of Science and Technology, Chongqing, China; College of Information Engineering, Tarim University, Alar, China",IEEE Access,"19 Jan 2024","2024","12","","8485","8501","In the field of neuroscience, the electroencephalogram (EEG) is a crucial indicator of emotion. The EEG emotion recognition method based on domain adaptation (DA) has good objectivity and high time resolution and is the preferred method to study the brain’s response to emotional stimuli. However, due to the obvious instability of EEG emotion characteristics, it is difficult to predict the emotion corresponding to EEG signals of cross-subjects by a model that combines all source domains into a single source. In order to solve the problem of cross-subject emotion analysis, we propose an EEG emotion recognition net with a cross-subject multi-source adaptive method (MASTF-net), where EEG features of different subjects are regarded as different domains. Through analyzing the invariance of the target domain and the uniqueness of the source domain, this method realizes the emotional analysis of different objects according to the spatio-temporal images and frequency domain information. First, features of EEG image are extracted from frequency and time dimensions. Secondly, combined with the serialized EEG frequency characteristics of local brain regions, independent classification module are established for different domains to recognize the emotion feature distribution of different subjects. In addition, a feature extraction method of differential entropy(DE) data of EEG is proposed based on frequency band division, which can provide stable feature input for our network structure. Finally, experiments are conducted on the SEED dataset. The experimental results show that our method has better classification accuracy in the experiment on the problem of cross multiple subjects. MASTF-net is superior to other relevant methods and models in multi-source domain. On the issue of cross subject emotion analysis, the highest accuracy of our method can reach  $88.19\%$ .","2169-3536","","10.1109/ACCESS.2024.3349552","West Light Foundation of the Chinese Academy of Sciences; Research Foundation of the Natural Foundation of Chongqing City(grant numbers:cstc2021jcyj-msxmX0146,cstc2021jcyj-msxmX1212); Scientific and Technological Research Program of the Chongqing Municipal Education Commission(grant numbers:KJQN202301517,HZ2021015,KJZD-K202100104,KJQN202301543); Chongqing Science and Technology Military-Civilian Integration Innovation Project, in 2022; Bingtuan Science and Technology Program in China(grant numbers:2021AB026); Shanxi Province Applied Basic Research Program, China(grant numbers:202203021211116); Oil and Gas Production Safety and Risk Control Key Laboratory of Chongqing Open Fund(grant numbers:cqsrc202110); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10380564","Cross-subject;domain adaptation;electroencephalogram;emotional stimuli;spatiotemporal image","Electroencephalography;Feature extraction;Emotion recognition;Brain modeling;Adaptive systems;Time-frequency analysis;Motion pictures","","1","","44","CCBY","4 Jan 2024","","","IEEE","IEEE Journals"
"Research on the dynamic changes of drivers' emotion in long tunnel base on EEG","J. Yan; P. Tao; P. Shao; W. Xiu; L. Wang","School of Electrical and Control Engineering North China University of Technology, Beijing, China; School of Electrical and Control Engineering North China University of Technology, Beijing, China; School of Electrical and Control Engineering North China University of Technology, Beijing, China; School of Electrical and Control Engineering North China University of Technology, Beijing, China; School of Electrical and Control Engineering North China University of Technology, Beijing, China",2017 Chinese Automation Congress (CAC),"1 Jan 2018","2017","","","6943","6946","Electroencephalogram (EEG) is a widely used experimental tool in psychological research. In this study, we used EEG to research the driving safety by measuring the dynamic changes of drivers' emotions in a long tunnel. Through the study whether there was a tunnel, and whether there was a large amount of traffic flow in the tunnel, we found a long tunnel only makes a slight negative effect on driver's emotion, but a large amount of traffic flow could make an obvious negative effect on driver's emotion. As driver's negative emotions could lower the driving safety in the tunnel, we should control the traffic flow in the tunnel to reduce the possibility of congestion.","","978-1-5386-3524-7","10.1109/CAC.2017.8244029","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8244029","EEG;long tunnel;emotion;driving safety","Electroencephalography;Vehicles;Accidents;Safety;Physiology;Roads;Control engineering","","3","","20","IEEE","1 Jan 2018","","","IEEE","IEEE Conferences"
"Sex Difference in Emotion Recognition under Sleep Deprivation: Evidence from EEG and Eye-tracking","R. -X. Ma; X. Yan; Y. -Z. Liu; H. -L. Li; B. -L. Lu","Center for Brain-Like Computing and Machine Intelligence, Department of Computer Science and Engineering, the Key Laboratory of Shanghai Education Commission for Intelligent Interaction and Cognitive Engineering, the Brain Science and Technology Research Center, and Qing Yuan Research Institute, Shanghai Jiao Tong University, Shanghai, China; Department of Linguistics, University of Washington, Seattle, WA, USA; Key Laboratory of Occupational Health and Safety of Guangdong Power Grid Co., Ltd, Electric Power Research Institute of Guangdong Power Grid Co.,Ltd., Guangzhou, China; Key Laboratory of Occupational Health and Safety of Guangdong Power Grid Co., Ltd, Electric Power Research Institute of Guangdong Power Grid Co.,Ltd., Guangzhou, China; Center for Brain-Like Computing and Machine Intelligence, Department of Computer Science and Engineering, the Key Laboratory of Shanghai Education Commission for Intelligent Interaction and Cognitive Engineering, the Brain Science and Technology Research Center, and Qing Yuan Research Institute, Shanghai Jiao Tong University, Shanghai, China",2021 43rd Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC),"9 Dec 2021","2021","","","6449","6452","Many psychiatric disorders are accompanied with sleep abnormalities, having significant influence on emotions which might worsen the disorder conditions. Previous studies discovered that the emotion recognition task with objective physiological signals, such as electroencephalography (EEG) and eye movements, provides a reliable way to figure out the complicated relationship between emotion and sleep. However, both of the emotion and EEG signals are affected by sex. This study aims to investigate how sex differences influence emotion recognition under three different sleep conditions. We firstly developed a four-class emotion recognition task based on various sleep conditions to augment the existing dataset. Then we improved the current state-of-the-art deep-learning model with the attention mechanism. It outperforms the best model with higher accuracy about 91.3% and more stabilization. After that, we compared the results of the male and the female group given by this model. The classification accuracy of happy emotion obviously decreases under sleep deprivation for both males and females, which indicates that sleep deprivation impairs the stimulation of happy emotion. Sleep deprivation also notably weakens the discrimination ability of sad emotion for males while females maintain the same as under common sleep. Our study is instructively beneficial to the real application of emotion recognition in disorder diagnosis.","2694-0604","978-1-7281-1179-7","10.1109/EMBC46164.2021.9630808","National Natural Science Foundation of China; Fundamental Research Funds for the Central Universities; China Southern Power Grid; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9630808","","Emotion recognition;Correlation;Sleep;Brain modeling;Electroencephalography;Physiology;Reliability","Electroencephalography;Emotions;Eye-Tracking Technology;Female;Humans;Male;Sex Characteristics;Sleep Deprivation","1","","14","IEEE","9 Dec 2021","","","IEEE","IEEE Conferences"
"EEG-based Pilot Competency Level Evaluation in Full Flight Simulator Training about Abnormal Events","Z. Cui; D. Chen; D. Wu","College of Civil Aviation, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of General Aviation and Flight, Nanjing University of Aeronautics and Astronautics, Nanjing, China; College of Civil Aviation, Nanjing University of Aeronautics and Astronautics, Nanjing, China",2021 IEEE 3rd International Conference on Civil Aviation Safety and Information Technology (ICCASIT),"10 Dec 2021","2021","","","495","500","If an abnormal event in flight is not handled properly by the pilot, the aircraft may lose control. Therefore, the competency of the pilot dealing with unexpected abnormal events needs applicable evaluations. But currently, almost all studies about pilots’ competency evaluation are under expected flight conditions, while ignoring pilots’ performance under unexpected abnormal conditions. Meanwhile the existing evaluation methods are too subjective, an objective and accurate evaluation method is necessary. Compared with EMG, ECG and EOG, the EEG signals have better resolution in time domain and can reflect the emotion of the pilot well. For this reason, experiments under abnormal events have been conducted in a full flight simulator to collect EEG data of pilots. The energy characteristics of the four frequency bands of the EEG signal are extracted to construct a dataset which is sent to the algorithm for building the classifier. We finally prove that the constructed random forest classifier has the best classification effect among common EEG signal classification models with accuracy 88.5% and F1-Score 84.2%. It is verified that the EEG signal can be used for pilots’ competency evaluation in full flight simulator training.","","978-1-6654-2518-6","10.1109/ICCASIT53235.2021.9633467","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9633467","EEG signal;competency;abnormal event;full flight simulator;random forest","Training;Brain modeling;Wavelet analysis;Electroencephalography;Wavelet packets;Safety;Resource management","","1","","25","IEEE","10 Dec 2021","","","IEEE","IEEE Conferences"
"An Investigation of Olfactory-Enhanced Video on EEG-Based Emotion Recognition","M. Wu; W. Teng; C. Fan; S. Pei; P. Li; Z. Lv","Anhui Province Key Laboratory of Multimodal Cognitive Computation and the School of Computer Science and Technology, Anhui University, Hefei, China; Anhui Province Key Laboratory of Multimodal Cognitive Computation and the School of Computer Science and Technology, Anhui University, Hefei, China; Anhui Province Key Laboratory of Multimodal Cognitive Computation and the School of Computer Science and Technology, Anhui University, Hefei, China; Anhui Province Key Laboratory of Multimodal Cognitive Computation and the School of Computer Science and Technology, Anhui University, Hefei, China; Anhui Province Key Laboratory of Multimodal Cognitive Computation and the School of Computer Science and Technology, Anhui University, Hefei, China; Anhui Province Key Laboratory of Multimodal Cognitive Computation and the School of Computer Science and Technology, Anhui University, Hefei, China",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"13 Mar 2023","2023","31","","1602","1613","Collecting emotional physiological signals is significant in building affective Human-Computer Interactions (HCI). However, how to evoke subjects’ emotions efficiently in EEG-related emotional experiments is still a challenge. In this work, we developed a novel experimental paradigm that allows odors dynamically participate in different stages of video-evoked emotions, to investigate the efficiency of olfactory-enhanced videos in inducing subjects’ emotions; According to the period that the odors participated in, the stimuli were divided into four patterns, i.e., the olfactory-enhanced video in early/later stimulus periods (OVEP/OVLP), and the traditional videos in early/later stimulus periods (TVEP/TVLP). The differential entropy (DE) feature and four classifiers were employed to test the efficiency of emotion recognition. The best average accuracies of the OVEP, OVLP, TVEP, and TVLP were 50.54%, 51.49%, 40.22%, and 57.55%, respectively. The experimental results indicated that the OVEP significantly outperformed the TVEP on classification performance, while there was no significant difference between the OVLP and TVLP. Besides, olfactory-enhanced videos achieved higher efficiency in evoking negative emotions than traditional videos. Moreover, we found that the neural patterns in response to emotions under different stimulus methods were stable, and for Fp1, FP2, and F7, there existed significant differences in whether adopt the odors.","1558-0210","","10.1109/TNSRE.2023.3253866","National Natural Science Foundation of China (NSFC)(grant numbers:61972437); Excellent Youth Foundation of Anhui Scientific Committee(grant numbers:2208085J05); National Key Research and Development Program of China(grant numbers:2021ZD0201502); Special Fund for Key Program of Science and Technology of Anhui Province(grant numbers:202203a07020008); Natural Science Foundation of Anhui Province(grant numbers:2108085MF207); Open Research Projects of Zhejiang Laboratory(grant numbers:2021KH0AB06); Open Projects Program of National Laboratory of Pattern Recognition(grant numbers:202200014); Open Fund Project of Key Laboratory of Civil Aviation Flight Technology and Flight Safety(grant numbers:FZ2022KF15); Cloud Ginger XR-1; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10063978","Electroencephalogram (EEG);emotion recognition;human–computer interface (HCI);olfactory-enhanced video;neural pattern","Electroencephalography;Emotion recognition;Brain;Human computer interaction;Physiology;Visualization;Olfactory","Humans;Electroencephalography;Emotions;Recognition, Psychology;Entropy","30","","50","CCBYNCND","8 Mar 2023","","","IEEE","IEEE Journals"
"Enhancing emotion recognition with attention-augmented EEG models","Y. Zeng; H. Cui; C. Liu; S. Li; A. Xu; K. Yang","College of Mechatronics and Control Engineering, Shenzhen University, Shenzhen, People's Republic of China; College of Mechatronics and Control Engineering, Shenzhen University, Shenzhen, People's Republic of China; College of Mechatronics and Control Engineering, Shenzhen University, Shenzhen, People's Republic of China; College of Mechatronics and Control Engineering, Shenzhen University, Shenzhen, People's Republic of China; Shenzhen Key Leboratory of Nuclear and Radiation Safety, Institute for Advanced Study in Nuclear Energy & Safety, College of Physics and Optoelectronic Engineering, Shenzhen University, Shenzhen, People's Republic of China; Pennsylvania State University, Pennsylvania, America","14th International Conference on Quality, Reliability, Risk, Maintenance, and Safety Engineering (QR2MSE 2024)","28 Jan 2025","2024","2024","","386","391","The analysis of human reliability in the context of nuclear power is profoundly influenced by the role of emotions. In this paper, we utilize electroencephalogram (EEG) signals for emotion recognition, employing the SJTU Emotion EEG Dataset (SEED) alongside a Graph-based Multi-task Self-Supervised Learning model (GMSS) enhanced with attention-activated convolutional networks. Experimental validation revealed that the accuracy of the model improved fro m 91.49% before the introduction of the networks to 92.51% afterward, marking an increase of 1.02%. These results demonstrate that the enhanced framework proposed in this paper is capable of effectively recognizing emotions, and the incorporation of attent ion-augmented convolutional networks has the potential to further enhance the model's recognition efficacy.","","978-1-83724-195-8","10.1049/icp.2024.3462","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10855981","","","","","","","","28 Jan 2025","","","IET","IET Conferences"
"BrainNets: Human Emotion Recognition Using an Internet of Brian Things Platform","H. Lu; H. Kim; Y. Li; Y. Zhang","Dept. of Mech. And Control Engineering, Kyushu Institute of Technology, Kitakyushu, Japan; Dept. of Mech. And Control Engineering, Kyushu Institute of Technology, Kitakyushu, Japan; Faculty of Engineering, Fukuoka University, Fukuoka, Japan; School of Information and Safety Engineering, Zhongnan University of Economics and Law, Wuhan, China",2018 14th International Wireless Communications & Mobile Computing Conference (IWCMC),"30 Aug 2018","2018","","","1313","1316","Human wearable helmet is a useful tool for monitoring the status of miners in the mining industry. However, there is little research regarding human emotion recognition in an extreme environment. In this paper, an emotional state evoked paradigm is designed to identify the brain area where the emotion feature is most evident. Next, the correct electrode position is determined for the collection of the negative emotion by the electroencephalograph (EEG) based on the international 10-20 system of electrode placement. And then, a fusion algorithm of the anxiety level is proposed to evaluate the person's mental state using the θ, α, and β rhythms of an EEG. Experiments demonstrate that the position Fp2 is the best electrode position for obtaining the anxiety level parameter. The most visible EEG changes appear within the first two seconds following stimulation. The amplitudes of the θ rhythm increase most significantly in the negative emotional state.","2376-6506","978-1-5386-2070-0","10.1109/IWCMC.2018.8450382","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8450382","Emotion recognition;EEG;Cloud computing;Internet of Things","Electroencephalography;Emotion recognition;Electrodes;Frequency-domain analysis;Feature extraction;Time-domain analysis;Fatigue","","3","","20","IEEE","30 Aug 2018","","","IEEE","IEEE Conferences"
"EEG-Based Emotion Detection Using Roberts Similarity and PSO Feature Selection","M. Hussein Mohammed; M. Noaman Kadhim; D. Al-Shammary; A. Ibaida","Computer Techniques Engineering Department, Al-Mustaqbal University, Babylon, Iraq; College of Computer Science and Information Technology, University of Al-Qadisiyah, Al Dewaniyah, Iraq; College of Computer Science and Information Technology, University of Al-Qadisiyah, Al Dewaniyah, Iraq; Intelligent Technology Innovation Laboratory, Victoria University, Melbourne, VIC, Australia",IEEE Access,"8 May 2025","2025","13","","79353","79366","In this paper, a novel classifier based on Robert’s similarity measure is introduced for emotion detection using electroencephalogram (EEG) signals. Traditional machine learning classifiers machine learning such as k-Nearest Neighbors (KNN), Support Vector Machine (SVM), Decision Tree (DT), Logistic Regression (LR), and Random Forest (RF), often struggle to accurately capture both linear and nonlinear patterns in EEG signals and face limitations in handling high-dimensional datasets. The proposed classifier addresses these challenges by segmenting EEG signals into block sizes categorized as small (1 to 10 samples), medium (20 to 100 samples), and large (200 to 1,000 samples), demonstrating particularly strong performance with medium and large block sizes to capture essential features. Integration of Particle Swarm Optimization (PSO) for feature selection, with Robert’s similarity as the fitness function, effectively refines the feature set, boosting classification accuracy and computational efficiency. Evaluation on an EEG brainwave dataset demonstrated that the method achieved an accuracy of 98.75% with feature selection, compared to 94.04% without it in emotional state detection. The results demonstrate that the proposed classifier is a valuable tool for diverse fields, including healthcare by detecting patient stress, education by assessing student engagement, customer service by monitoring satisfaction, and smart environments by enabling adaptive responses. Furthermore, the classifier has potential for broader industrial applications, such as improving workplace productivity by monitoring employee stress and enhancing safety in autonomous vehicle systems, making it a versatile solution for emotionally-aware systems across multiple domains.","2169-3536","","10.1109/ACCESS.2025.3555526","Al-Mustaqbal University, Babylon, Iraq, and Victoria University, Australia; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10943121","Roberts similarity;electroencephalography (EEG) signal;emotion recognition;particle swarm optimization (PSO);machine learning classifiers","Electroencephalography;Feature extraction;Emotion recognition;Accuracy;Brain modeling;Machine learning;Support vector machines;Nearest neighbor methods;Long short term memory;Adaptation models","","","","35","CCBY","28 Mar 2025","","","IEEE","IEEE Journals"
