"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Subject-Independent Odor Pleasantness Classification Using Brain and Peripheral Signals","E. Kroupi; J. -M. Vesin; T. Ebrahimi","Multimedia Signal Processing Group (MMSPG), Institute of Electrical Engineering, Ecole Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland; Applied Signal Processing Group (ASPG), Institute of Electrical Engineering, Ecole Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland; Multimedia Signal Processing Group (MMSPG), Institute of Electrical Engineering, Ecole Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland",IEEE Transactions on Affective Computing,"20 May 2017","2016","7","4","422","434","Enhanced sensation of reality from multimedia contents can be achieved by creating realistic multimedia environments, using visual, auditory, and olfactory information. Although the affective information from video and audio has been extensively studied, the olfactory sense has received less attention. A way to assess human experience from audio, video or odors, is by investigating physiological signals. In this study, 23 subjects experienced pleasant, unpleasant, and neutral odors while their electroencephalogram (EEG), and electrocardiogram (ECG) were recorded. Two independent three-class classifiers were trained and tested, using EEG or ECG features. The results reveal a significant increase in the classification performance when EEG features were used (Cohen's kappa k = 0.44 ± 0.14; p <; 0.001). The results also indicate that it is possible to automatically classify the perception of unpleasant odors using EEG signals, but the classification performance decreases significantly when classifying between pleasant and neutral odors. Among the EEG features, the Wasserstein distance metric estimated between trial and baseline power achieved the highest classification performance. Features from ECG signals did not result in a significantly non-random performance.","1949-3045","","10.1109/TAFFC.2015.2496310","Swiss National Foundation(grant numbers:200020-149259); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7312920","EEG;heart rate variability;odor pleasantness;classification;fusion;Wasserstein distance","Electroencephalography;Olfactory;Heart rate variability;Electrocardiography;Multimedia communication;Electrodes;Brain models","","54","","58","IEEE","30 Oct 2015","","","IEEE","IEEE Journals"
"Toward EEG-based Olfactory Sensing through Spatial Temporal Subspace Optimization","Z. Zhang; H. Zhang; X. Li; L. Zhang; C. Guan","Institute for Infocomm Research, Singapore; Institute for Infocomm Research, Singapore; Institute for Infocomm Research, Singapore; P&G, Singapore; Nanyang Technological University",2017 International Conference on Orange Technologies (ICOT),"12 Apr 2018","2017","","","168","171","Recruiting and training sensory panelists for scent product research can be time consuming and costly. Along with the advent of EEG-based brain imaging technique, objective assessment of scent preference is of high interest in a variety of application domains. In this work we explore the EEG-based scent preference identification method. We first designed an effective and accurate data collection procedure. We proposed a machine learning algorithm, Spatial Temporal Subspace Optimization (STSO), for the discriminative subspace learning and classification modeling. A filter bank contains multiple band-pass filters is used to obtain EEG components from specific frequency ranges. Spatial subspace is constructed by exploring discriminative spatial components to enhance the spatial resolution of the EEG. Through the experiment, we confirm that brain signal can be identified in association with responses to pleasant and unpleasant odors, and there is a temporal pattern of such response because the temporal subspace optimization does improve the prediction result. However, event-related potentials were not present in our EEG data, and we have a discussion on the possible causes and implications. Our preliminary result shows that scent can be identified with moderate accuracy.","","978-1-5386-3276-5","10.1109/ICOT.2017.8336114","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8336114","","Electroencephalography;Olfactory;Optimization;Brain modeling;Covariance matrices;Training;Robustness","","2","","10","IEEE","12 Apr 2018","","","IEEE","IEEE Conferences"
"N400 Repetition Effects on Olfactory Memory Learning","S. Parui; L. Ghosh; A. Konar","Electrical Engineering Department, Jadavpur University, Kolkata, India; Electronics and Telecommunication Engineering Department, Jadavpur University, Kolkata, India; Electronics and Telecommunication Engineering Department, Jadavpur University, Kolkata, India",2018 International Conference on Computer Communication and Informatics (ICCCI),"23 Aug 2018","2018","","","1","6","The present work aims at classifying the 3 different learning levels of a subject during olfactory memory learning task based on the N400 repetition effects. The paper proposes a simple feature extraction technique to detect the N400 signal from the captured electroencephalographic waveform and an Interval type-2 Fuzzy Classifier is then designed to classify the learning levels using the extracted features. The paper also proposes a way to detect the early Alzheimer and schizophrenic patients using an event-related potential named N400. Here it is shown that the repetition effect of the N400 signal is different for the Alzheimer patients and healthy person. An N400 peak is noticed for both the Alzheimer patients and the healthy person but the amplitude of the curve is different for two different cases. The other aspect of this present work reveals that the increased latency of N400 signal can help us to detect a schizophrenic patient.","","978-1-5386-2238-4","10.1109/ICCCI.2018.8441387","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8441387","olfactory memory;N400;event-related potential;electroencephalography;interval type 2 fuzzy classifier","Electroencephalography;Feature extraction;Alzheimer's disease;Electrodes;Olfactory;Task analysis","","8","","25","IEEE","23 Aug 2018","","","IEEE","IEEE Conferences"
"OVPD: Odor-Video Elicited Physiological Signal Database for Emotion Recognition","J. Xue; J. Wang; S. Hu; N. Bi; Z. Lv","Anhui Province Key Laboratory of Multimodal Cognitive Computation, School of Computer Science and Technology, Anhui University, Hefei, China; Anhui Province Key Laboratory of Multimodal Cognitive Computation, School of Computer Science and Technology, Anhui University, Hefei, China; Anhui Province Key Laboratory of Multimodal Cognitive Computation, School of Computer Science and Technology, Anhui University, Hefei, China; School of Computer Science and Technology, Georgia Institute of Technology, Atlanta, GA, USA; Institute of Physical Science and Information Technology, Anhui University, Hefei, China",IEEE Transactions on Instrumentation and Measurement,"1 Mar 2022","2022","71","","1","12","To explore the effects of different stimuli on human emotions, olfaction has been incorporated into stimulation materials that might trigger strong emotions. In this study, we designed a new stimulation experiment and established an odor–video physiological signal database (OVPD) of odor–video stimulation for emotion recognition. The database contained the electroencephalogram (EEG) data of ten subjects acquired when experimenting with video–odor stimuli and video-only stimuli. We selected 32 video clips and ten kinds of odors (i.e., orange, rose, alcohol, water, mint, vinegar, durian, foul, acetic, and myrtle) as elicitation materials. Each subject reported a self-assessment of arousal and valence levels after the experiment ended. By comparing the brain topographies associated with two types of stimuli, olfactory stimuli increased orbitofrontal cortex activity, which is consistent with the finding from the fMRI study. Simultaneously with three types of emotions, we presented the average classification accuracies of different features using the support vector machine (SVM) classifier. The optimal accuracies with or without olfactory stimuli were 99.03% and 97.92%, respectively. The superior results show that the olfactory stimulus can enhance emotional experiences.","1557-9662","","10.1109/TIM.2022.3149116","National Nature Science Fund(grant numbers:61972437,62101003); Open Fund for Zhejiang Key Laboratory for Brain-Machine Collaborative Intelligence(grant numbers:2020E10010-02); Open Projects Program of the National Laboratory of Pattern Recognition(grant numbers:202000026); Open Fund for Discipline Construction, Institute of Physical Science and Information Technology, Anhui University; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9703285","Electroencephalogram (EEG);emotion recognition;olfactory;video–odor stimuli","Electroencephalography;Support vector machines;Feature extraction;Emotion recognition;Databases;Olfactory;Physiology","","12","","67","IEEE","4 Feb 2022","","","IEEE","IEEE Journals"
"An Assessment of Linear and Nonlinear Features for Detecting Olfactory Stimulus in EEG","B. Akbugday; A. Akan; S. Pehlivan; R. Sadighzadeh","Dept. of Electrical and Electronics Eng., Izmir University of Economics, Izmir, Turkey; Dept. of Electrical and Electronics Eng., Izmir University of Economics, Izmir, Turkey; Dept. of Biomedical Eng., Izmir University of Economics, Izmir, Turkey; Dept. of Business Admin., Izmir Katip Celebi University, Izmir, Turkey",2022 Medical Technologies Congress (TIPTEKNO),"29 Nov 2022","2022","","","1","4","The sense of smell is one of the oldest senses of humankind and is able to provide valuable information from the mood of a person to purchase intention. In this study, five non-linear features; 3 Hjorth Parameters namely, activity, complexity, and mobility, Higuchi's Fractal Dimension, and Lempel-Ziv Complexity were used to differentiate EEG signals of participants with or without being subjected to olfactory stimuli using several machine learning methods. Experimental results were compared to our previous study where classification was performed using EEG sub-band powers. It was concluded that non-linear features were superior in differentiating olfactory stimuli, especially for frontal, temporal, and occipital channels.","2687-7783","978-1-6654-5432-2","10.1109/TIPTEKNO56568.2022.9960190","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9960190","electroencephalogram (EEG);neuromarketing;olfactory stimulus;machine learning;Higuchi fractal dimension;Hjorth parameters;Lempel-Ziv complexity","Support vector machines;Protocols;Mood;Olfactory;Feature extraction;Electroencephalography;Fractals","","","","17","IEEE","29 Nov 2022","","","IEEE","IEEE Conferences"
"Olfactory Affective Computation Based on EEG Signal Data","W. Dai; X. Li; Z. Xia; J. Zhou; L. Song; H. Mao; Y. Kang","School of Management, Fudan University, Shanghai, China; School of Management, Fudan University, Shanghai, China; School of Management, Fudan University, Shanghai, China; School of Management, Fudan University, Shanghai, China; Southwest Medical University, Luzhou, China; The First Affiliated Hospital, Naval Military Medical University, Shanghai, China; Southwest Medical University, Luzhou, China",2021 IEEE International Conference on Progress in Informatics and Computing (PIC),"25 Jan 2022","2021","","","432","436","It is well known that the sense of smell has significant impacts on human moods, therefore olfactory effects have been widely applied to psychological adjustment as well as clinical treatment. Unlike other senses, smell works through the molecules of olfactory stimuli acting on the human nervous system to elicit psychological effects, which is difficult to be accurately described and measured. This makes the commonly used methods hardly applicable to olfactory affective computation. Through analysis of the neural mechanism of human emotions evoked by olfactory sense, this paper specifically designed an EEG experiment to obtain the neural activity data of olfactory stimuli, and compares the clustering characteristics of neural feature data with self-reported scores in PAD emotional space. Thereout, the LS-SVR estimator based on the feature parameters extracted from EEG signal data is proposed for olfactory affective computation. It shows better distinguishing performance and potential reliability than self-reported data, and thus provides an enlightening exploration of this issue.","2329-6259","978-1-6654-2655-8","10.1109/PIC53636.2021.9687068","Ministry of Education; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9687068","affective computation;olfactory emotion;EEG signal;clustering analysis;LS-SVR estimator","Mood;Conferences;Olfactory;Neural activity;Feature extraction;Nervous system;Electroencephalography","","2","","24","IEEE","25 Jan 2022","","","IEEE","IEEE Conferences"
"Enhancing EEG Signal Classification With a Novel Random Subset Channel Selection Approach: Applications in Taste, Odor, and Motor Imagery Analysis","A. Naser; Ö. Aydemir","Department of Electrical and Electronics Engineering, Karadeniz Technical University, Trabzon, Türkiye; Department of Electrical and Electronics Engineering, Karadeniz Technical University, Trabzon, Türkiye",IEEE Access,"11 Oct 2024","2024","12","","145608","145618","This study uses various datasets to evaluate the performance of feature extraction and classification methods for EEG signals. The EEG signals analyzed in this research are based on taste, odor, and motor imagery, employing novel methods to interpret these complex signals accurately. Three datasets were used in this study: taste-based EEG signals from 10 healthy subjects, odor-based EEG signals from 5 subjects, and motor imagery EEG data from 29 subjects. Feature extraction methods such as Hilbert Transform (HT) for taste, Wavelet Packet Decomposition (WPD) for odor, and HT for motor imagery were applied. Sequential forward and backward search methods were compared with a newly proposed Random Subset Channel Selection (RSCS) method to determine the most effective channels. For the taste dataset, using the RSCS method, an average classification accuracy of 82% was achieved with a significant reduction in the number of channels, demonstrating a 37.9% improvement over using all channels. In the odor dataset, the proposed method achieved an average accuracy of 99.28% for open-nose conditions and 97.49% for closed-nose conditions, with an 86.3% improvement in classification accuracy and an 89.09% reduction in computational complexity. The RSCS method achieved an average accuracy of 81.56% for the motor imagery dataset, showing superior performance compared to sequential methods. The proposed RSCS method outperforms traditional sequential methods by improving classification accuracy and reducing computational complexity across different types of EEG datasets. This method holds promise for enhancing BCI system performance, significantly improving the detection and early diagnosis of neurological conditions.","2169-3536","","10.1109/ACCESS.2024.3473810","Scientific and Technological Research Council of Türkiye (TUBITAK)(grant numbers:118E241); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10704658","Brain-computer interface;classification accuracy;computational complexity;EEG;feature extraction;random subset channel selection","Electroencephalography;Accuracy;Feature extraction;Motors;Wavelet transforms;Transforms;Convolutional neural networks;Classification algorithms;Support vector machines;Continuous wavelet transforms;Brain-computer interfaces;Computational complexity","","","","56","CCBYNCND","3 Oct 2024","","","IEEE","IEEE Journals"
"EEG-Based Odor Recognition Using Channel-Frequency Convolutional Neural Network","X. Zhang; H. Hou; Q. Meng","Institute of Robotics and Autonomous Systems, Tianjin Key Laboratory of Process Measurement and Control, School of Electrical and Information Engineering, Tianjin University, Tianjin, China; Institute of Robotics and Autonomous Systems, Tianjin Key Laboratory of Process Measurement and Control, School of Electrical and Information Engineering, Tianjin University, Tianjin, China; Institute of Robotics and Autonomous Systems, Tianjin Key Laboratory of Process Measurement and Control, School of Electrical and Information Engineering, Tianjin University, Tianjin, China",2019 Chinese Control Conference (CCC),"17 Oct 2019","2019","","","7763","7767","Analyzing the response of the human brain to odors is critical to assess the function of olfactory and cognition. In this paper, an EEG (electroencephalograph)-based odor perception dataset is collected from ten subjects using thirteen odors stimuli. Based on the developed dataset, we employ channel-frequency convolutional neural network (CFCNN), combined with differential entropy (DE) features from different channels and frequency bands, to classify five odors that were consistently considered pleasant by the ten subjects. Meanwhile, the k-nearest neighbor (k-NN), linear discriminant analysis (LDA), support vector machine (SVM) and back propagation neural network (BPNN) are used as competing methods. The experimental results show that CFCNN is superior to the classic baselines and yields the highest accuracy in distinguishing five pleasant odors. Furthermore, compared with other four frequency bands, the gamma band presents the best classification accuracy, proving the closed relation between the olfaction and gamma band activity of the brain.","1934-1768","978-9-8815-6397-2","10.23919/ChiCC.2019.8865904","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8865904","EEG;olfaction;classification;CFCNN;differential entropy","Electroencephalography;Support vector machines;Brain modeling;Feature extraction;Olfactory;Entropy;Convolution","","6","","16","","17 Oct 2019","","","IEEE","IEEE Conferences"
"Classification of Brain Responses to the Various Spice Odors","Ö. Aydemir; H. Altun; E. Ergün","Electrical and Electronics Engineering, Karadeniz Technical University, Trabzon, Turkey; Kosgeb Erzurum Il Müdürlüğü, Erzurum, Turkey; Electrical and Electronics Engineering, Recep Tayyip Erdoğan University, Rize, Turkey",2018 3rd International Conference on Computer Science and Engineering (UBMK),"9 Dec 2018","2018","","","205","208","Since one of the main goal of the human brain is to take and evaluate stimuli that comes from sensory organs, it is possible to measure their functionality. In this study we classified the electroencephalography signals which were recorded during four different kinds of spice odors including peppermint, clove, thyme and rosemary were smelling. Additionally we investigated to find out which odor pair was the most discriminative by classifying all the combinations of odor pairs. The achieved classification accuracy rate of 75.96% showed that peppermint-clove odor pair was the most discriminative. Based on the obtained results it is believed that this research has increased the variability of the scent-based experiment and greatly contributes to such studies for evaluating the function of the olfactory organ.","","978-1-5386-7893-0","10.1109/UBMK.2018.8566558","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8566558","Olfactory;EEG;classification;peppermint;clove;thyme;rosemary.","Olfactory;Electroencephalography;Feature extraction","","1","","12","IEEE","9 Dec 2018","","","IEEE","IEEE Conferences"
"Study of A Chaotic Olfactory Neural Network Model and Its Applications on Pattern Classification","Le Wang; Guang Li; Xi Liu; Baojun Wang; W. J. Freeman","Department of Biomedical Engineering, University of Zhejiang, Hangzhou, China; Department of Biomedical Engineering, University of Zhejiang, Hangzhou, China; Department of Biomedical Engineering, University of Zhejiang, Hangzhou, China; Department of Biomedical Engineering, University of Zhejiang, Hangzhou, China; NA",2005 IEEE Engineering in Medicine and Biology 27th Annual Conference,"10 Apr 2006","2005","","","3640","3643","Based on the research of biological olfactory system, a novel chaotic neural network model - K set model has been established. This chaotic neural network can not only simulate the real brain activity of olfactory system, but also present novel chaotic concept for signal processing and pattern recognition. This paper investigates the characteristics of the K set models. Experimental result shows that KIII model can be used for various area of pattern classification efficiently","1558-4615","0-7803-8741-4","10.1109/IEMBS.2005.1617270","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1617270","","Chaos;Olfactory;Neural networks;Pattern classification;Biological system modeling;Brain modeling;Biological neural networks;Neurons;Biomedical engineering;Biomedical signal processing","","3","","7","IEEE","10 Apr 2006","","","IEEE","IEEE Conferences"
"A Method for Constructing an Olfactory Dataset Based on fNIRS","W. Li; H. He; G. Li; L. Kuang; J. Zhang","School of Computer and Communication Engineering, Changsha University of Science and Technology, Changsha, China; School of Computer and Communication Engineering, Changsha University of Science and Technology, Changsha, China; School of Control Science and Engineering, Zhejiang University, Hangzhou, China; School of Computer and Communication Engineering, Changsha University of Science and Technology, Changsha, China; School of Computer and Communication Engineering, Changsha University of Science and Technology, Changsha, China",2023 9th International Conference on Systems and Informatics (ICSAI),"9 Feb 2024","2023","","","1","6","Biomimetic olfaction models have been applied to various fields such as image recognition, text classification, electroencephalography (EEG) recognition, and spatio-temporal sequence prediction. However, the challenge of obtaining olfactory data complicates the construction of olfactory datasets, ultimately resulting in a scarcity of applications for biomimetic olfaction models in olfactory tasks. In this work, we begin by conducting a comprehensive comparison of existing biomimetic olfactory models from various aspects such as structure, degree of biomimicry, and performance. Following this, prefrontal lobe olfactory data from ten subjects were collected for three different odors using functional Near-Infrared Spectroscopy (fNIRS). Finally, the data underwent denoising through the use of various data processing methods, and the quantity of the olfactory dataset was expanded. The olfactory dataset constructed in this study can be used to evaluate the performance of biomimetic olfactory models in processing olfactory tasks, which may aid in advancing the development of these models in real-world olfactory applications.","","979-8-3503-8370-6","10.1109/ICSAI61474.2023.10423371","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10423371","Biomimetic Olfactory Models;Image Recognition;Text Classification;Electroencephalography Recognition;Olfactory Dataset","Image recognition;Biomimetics;Biological system modeling;Olfactory;Brain modeling;Functional near-infrared spectroscopy;Task analysis","","","","26","IEEE","9 Feb 2024","","","IEEE","IEEE Conferences"
"EEG Analysis for Olfactory Perceptual-Ability Measurement Using a Recurrent Neural Classifier","A. Saha; A. Konar; A. Chatterjee; A. Ralescu; A. K. Nagar","Artificial Intelligence Laboratory, Department of Electronics and Telecommunication Engineering, Jadavpur University, Kolkata, India; Artificial Intelligence Laboratory, Department of Electronics and Telecommunication Engineering, Jadavpur University, Kolkata, India; School of Cognitive Science, Jadavpur University, Kolkata, India; Department of Computer Science, School of Computing Sciences and Informatics, College of Engineering, University of Cincinnati, Cincinnati, OH, USA; Department of Math and Computer Science, Liverpool Hope University, Liverpool, U.K.",IEEE Transactions on Human-Machine Systems,"20 May 2017","2014","44","6","717","730","A recurrent neural network model is designed to classify (pretrained) aromatic stimuli and discriminate noisy stimuli of both similar and different genres, using EEG analysis of the experimental subjects. The design involves determining the weights of the selected recurrent dynamics so that for a given base stimulus, the dynamics converges to one of several optima (local attractors) on the given Lyapunov energy surface. Experiments undertaken reveal that for small noise amplitude below a selected threshold, the dynamics essentially converges to fixed stable attractor. However, with a slight increase in noise amplitude above the selected threshold, the local attractor of the dynamics shifts in the neighborhood of the attractor obtained for the noise-free standard stimuli. The other important issues undertaken in this paper include a novel algorithm for evolutionary feature selection and data-point reduction from multiple experimental EEG trials using principal component analysis. The confusion matrices constructed from experimental results show a marked improvement in classification accuracy in the presence of data point reduction algorithm. Statistical tests undertaken indicate that the proposed recurrent classifier outperforms its competitors with classification accuracy as the comparator. The importance of this paper is illustrated with a tea-taster selection problem, where an olfactory perceptual-ability measure is used to rank the tasters.","2168-2305","","10.1109/THMS.2014.2344003","University Grant Commission; Project: University with Potential for Excellence Program in Cognitive Science (Phase II); Jadavpur University; UGC, India; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6879254","Data point reduction;EEG analysis;feature selection;olfactory perceptual ability;recurrent neural classifiers;Data point reduction;EEG analysis;feature selection;olfactory perceptual ability;recurrent neural classifiers","Electroencephalography;Olfactory;Feature extraction;Principal component analysis;Recurrent neural networks;Algorithm design and analysis","","54","","66","IEEE","15 Aug 2014","","","IEEE","IEEE Journals"
"Olfactory-Enhanced VR: What's the Difference in Brain Activation Compared to Traditional VR for Emotion Induction?","X. Zhong; W. Liu; J. Xie; Y. Gu; G. Liu","School of Electronic and Information Engineering, Southwest China University, Chongqing, China; School of Electronic and Information Engineering, Southwest China University, Chongqing, China; School of Electronic and Information Engineering, Southwest China University, Chongqing, China; School of Electronic and Information Engineering, Southwest China University, Chongqing, China; School of Electronic and Information Engineering, Southwest China University, Chongqing, China",IEEE Transactions on Affective Computing,"5 Sep 2024","2024","15","3","1331","1342","Olfactory-enhanced virtual reality (OVR) creates a complex and rich emotional experience, thus promoting a new generation of human-computer interaction experiences in real-world scenarios. However, with the rise of virtual reality (VR) as a mood induction procedure (MIP), few studies have incorporated olfactory stimuli into emotion induction in three-dimensional (3D) environments. Considering the differences in electroencephalography (EEG) dynamics between sensory stimuli, all previous two-dimensional (2D) and 3D emotional studies have been less effective in reality because they only use visual and audio senses. To overcome these limitations, we developed a novel EEG signal dataset based on OVR. We systematically analyzed the influence of olfactory stimuli on emotion induction in a VR environment from a neurophysiological perspective. Specifically, synchronous EEG signals were collected from 65 participants as they watched positive and negative videos in traditional VR and OVR. Their power spectral densities (PSDs) were then calculated to compare the differences in brain activation between their VR and OVR modes during the induction of positive and negative emotions, while their brain states were classified after feature selection. The results showed that olfactory stimuli enhanced EEG responses for positive emotions, but the opposite was true for negative emotions. Additionally, the recognition rate of brain emotional states was more than 90% under both positive and negative emotions, while the high-frequency β and γ bands could effectively distinguish VR and OVR modes. This study introduced the olfaction into the field of human-computer interaction, which could promote research on emotion induction and recognition in real-world environments.","1949-3045","","10.1109/TAFFC.2023.3337745","National Natural Science Foundation of China(grant numbers:61872301,61472330); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10335641","Electroencephalography (EEG);emotion induction;olfactory;olfactory-enhanced virtual reality","Olfactory;Electroencephalography;Virtual reality;Videos;Three-dimensional displays;Brain;Limbic system","","2","","47","IEEE","29 Nov 2023","","","IEEE","IEEE Journals"
"Automatic recognition of pleasant content of odours through ElectroEncephaloGraphic activity analysis","A. Lanata; A. Guidi; A. Greco; G. Valenza; F. Di Francesco; E. P. Scilingo","Department of Information Engineering and Research Center “E. Piaggio”, University of Pisa, Pisa, Italy; Department of Information Engineering and Research Center “E. Piaggio”, University of Pisa, Pisa, Italy; Department of Information Engineering and Research Center “E. Piaggio”, University of Pisa, Pisa, Italy; Department of Information Engineering and Research Center “E. Piaggio”, University of Pisa, Pisa, Italy; Department of Chemistry and Industrial Chem- istry, University of Pisa, Pisa, Italy; Department of Information Engineering and Research Center “E. Piaggio”, University of Pisa, Pisa, Italy",2016 38th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"18 Oct 2016","2016","","","4519","4522","This study presents a machine learning approach applied to ElectroEnchephaloGraphic (EEG) response in a group of subjects when exposed to a controlled olfactory stimulation experiment. In the literature, in fact, there are controversial results on EEG response to odorants. This study proposes a robust leave-one-subject-out classification method to recognize features extracted from EEG signals belonging to pleasant or unpleasant olfactory stimulation classes. An accuracy of 75% has been achieved in a group of 32 subjects. Moreover a set of features extracted from lateral electrodes emphasized that right and left hemispheres behave differently when the subjects are exposed to pleasant or unpleasant odours stimuli.","1558-4615","978-1-4577-0220-4","10.1109/EMBC.2016.7591732","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7591732","","Olfactory;Electroencephalography;Feature extraction;Electrodes;Protocols;Statistical analysis;Training","Adult;Data Accuracy;Electroencephalography;Female;Humans;Machine Learning;Odorants;Olfactory Perception;Young Adult","13","","34","IEEE","18 Oct 2016","","","IEEE","IEEE Conferences"
"Non-linear EEG features for odor pleasantness recognition","E. Kroupi; D. Sopic; T. Ebrahimi","Multimedia Signal Processing Group (MMSPG), École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland; Multimedia Signal Processing Group (MMSPG), École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland; Multimedia Signal Processing Group (MMSPG), École Polytechnique Fédérale de Lausanne (EPFL), Lausanne, Switzerland",2014 Sixth International Workshop on Quality of Multimedia Experience (QoMEX),"15 Dec 2014","2014","","","147","152","Since olfactory sense is gaining ground in multimedia applications, it is important to understand the way odor pleasantness is perceived. Although several studies have explored the way odor pleasantness perception influences the power spectral density of the electroencephalography (EEG) in various brain regions, there are still no studies that investigate the way odor pleasantness perception affects the non-linear temporal variations of EEG. In this study two non-linear metrics are used, namely permutation entropy, and dimension of minimal covers, to explore the possibility of recognizing odor pleasantness perception from the non-linear properties of EEG signals. The results reveal that it is possible to discriminate between pleasant and unpleasant odors from the EEG nonlinear properties, using a Linear Discriminant Analysis classifier with cross-validation.","","978-1-4799-6536-6","10.1109/QoMEX.2014.6982311","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6982311","non-linear EEG;odor pleasantness;EEG classification;permutation entropy;minimal cover","Electroencephalography;Entropy;Multimedia communication;Scalp;Conferences;Olfactory","","4","","24","IEEE","15 Dec 2014","","","IEEE","IEEE Conferences"
"Classification of electroencephalography signals recorded during smelling of valerian and rosewater odors","Ö. Aydemir","Dep. of Electrical and Electronics Engineering, Karadeniz Technical University, Trabzon, Turkey",2016 39th International Conference on Telecommunications and Signal Processing (TSP),"1 Dec 2016","2016","","","392","395","The human brain, which receives input from the sensory organs and sends output to the muscles, is the command center of the nervous system. There are various kinds of brain monitoring techniques including computed tomography, magnetic resonance imaging (MRI), positron emission tomography, functional MRI, electroencephalography (EEG) and magnetoencephalography. Among those of techniques EEG is the most widely used one due to its portability, low set-up cost and noninvasiveness. In this work, the EEG signals, which were recorded during smelling of valerian and rosewater odors, were analyzed and classified based on features which were extracted using Fast Fourier Transform. EEG signals were taken from 5 healthy subjects in the conditions of eyes open and eyes closed at Swiss Federal Institute of Technology. We achieved a mean classification accuracy rate of 90.73 % for the subjects at eyes closed condition and a mean classification accuracy rate of 92.21 % for the subjects at eyes open condition using k-nearest neighbor algorithm. The reached results prove that the proposed method have great potential for classifying the EEG signals recorded during smelling of valerian and rosewater odors and instead of using subject-specific model it can be generalized and applied to all subjects.","","978-1-5090-1288-6","10.1109/TSP.2016.7760904","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7760904","electroencephalogram;brain response;odor;valerian;rosewater;classification;Fast Fourier Transform;feature extraction","Electroencephalography;Training;Feature extraction;Magnetic resonance imaging;Classification algorithms;Fast Fourier transforms;Testing","","1","","11","IEEE","1 Dec 2016","","","IEEE","IEEE Conferences"
"EEG-Based Classification of Olfactory Response to Pleasant Stimuli","N. I. Abbasi; R. Bose; A. Bezerianos; N. V. Thakor; A. Dragomir","Singapore Institute for Neurotechnology (SINAPSE), National University of Singapore (NUS); Singapore Institute for Neurotechnology (SINAPSE), National University of Singapore (NUS); Singapore Institute for Neurotechnology (SINAPSE), National University of Singapore (NUS); Singapore Institute for Neurotechnology (SINAPSE), National University of Singapore (NUS); Singapore Institute for Neurotechnology (SINAPSE), National University of Singapore (NUS)",2019 41st Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"7 Oct 2019","2019","","","5160","5163","Olfactory perception involves complex processing distributed along several cortical and sub-cortical regions in the brain. Although several studies have shown that the power spectra of the electroencephalography (EEG) contain information that can be used to differentiate between pleasant and unpleasant stimuli, there are still no studies which investigate whether EEG can be used to differentiate between the neural responses to olfactory stimuli of different levels of pleasantness. For this purpose, in the present study, local brain information within established frequency bands (θ, α and γ) has been used to devise discriminative features in a classification approach. A comparative study of four widely used classifiers is presented and SVM gives the best performance (accuracy = 75.71%). The results reveal that is it possible to objectively discriminate using EEG spectral features between fine levels of perceived pleasantness using the SVM-based classifier within a cross-validation procedure.","1558-4615","978-1-5386-1311-5","10.1109/EMBC.2019.8857673","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8857673","","Electroencephalography;Olfactory;Electrodes;Brain;Spectral analysis;Scalp;Time-frequency analysis","Brain;Electroencephalography;Emotions;Humans;Smell;Support Vector Machine","14","","26","IEEE","7 Oct 2019","","","IEEE","IEEE Conferences"
