"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Functional Networks Based Diagnostics Concept for Depression Disorders","K. V. Ladonovskaya; E. A. Merkulova","dept. of diff. psychophysiology, State-Research Institute of Neuroscience and Medicine, Novosibirsk, Russia; State-Research Institute of Neuroscience and Medicine Novosibirsk State University, Novosibirsk, Russia",2022 IEEE 23rd International Conference of Young Professionals in Electron Devices and Materials (EDM),"19 Aug 2022","2022","","","326","329","Depression is the leading mental disorder and cause of disability. The current depression diagnostics based on symptoms manifestations detected by therapist. The neurological basis of symptoms and individual physiological information can help to prescribe the most suitable treatment and decrease the side effects. The RDoC concept is widely used framework for the scientific researches in depression. But unfortunately, all the scientific knowledge not much used in clinical purpose. in clinical purpose. According the concept, the symptoms result from dysfunctions in the particular brain networks. The neuronal activity of brain networks can be reflected in EEG/fMRI and estimated in widely used event related tests. We propose the adopted and optimized EEG/ERP tests to reach the maximum required information connected with the depression status in limited time, limited patient motivation and limited technical environment. The proposed tests load all the required brain networks and provide different types of results: behavioral, EEG ERP and EEG fingerprints. The individual physiological information collected in questionnaires can be used to decrease the influence of the individual variability. The tests proposed can be used not only in diagnostics, but also in treatment control and to control the changes in brain networks caused by prescribed treatment.","2325-419X","978-1-6654-9804-3","10.1109/EDM55285.2022.9855127","Russian Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9855127","EEG;ERP;RDoC;depression;MDD","Mental disorders;Fingerprint recognition;Depression;Physiology;Electroencephalography;Behavioral sciences;Electron devices","","","","14","IEEE","19 Aug 2022","","","IEEE","IEEE Conferences"
"Emotional Stress Recognition System Using EEG and Psychophysiological Signals: Using New Labelling Process of EEG Signals in Emotional Stress State","S. A. Hosseini; M. A. Khalilzadeh","Biomedical Engineering, Islamic Azad University, Mashhad, Iran; Biomedical Engineering Department, Islamic Azad University, Mashhad, Iran",2010 International Conference on Biomedical Engineering and Computer Science,"6 May 2010","2010","","","1","6","This paper proposes a new emotional stress recognition system using multi-modal bio-signals. Since electroencephalogram (EEG) is the reflection of brain activity and is widely used in clinical diagnosis and biomedical research, it is used as the main signal. In order to choose the proper EEG channels we used the cognitive model of the brain under emotional stress. We designed an efficient acquisition protocol to acquire the EEG and psychophysiological signals under pictures induction environment (calm-neutral and negative-excited) for participants. Qualitative and quantitative evaluation of psychophysiological signals have been tried to select suitable segments of EEG signal for improving efficiency and performance of emotional stress recognition system. After pre-processing the signals, both Linear and nonlinear features were employed to extract the EEG parameters. Wavelet coefficients and chaotic invariants like fractal dimension by Higuchi's algorithm and correlation dimension were used to extract the characteristics of the EEG signal which showed that the classification accuracy in two emotional states was 82.7% using the Elman classifier. This is a great improvement in results compared with other similar published work.","2165-9249","978-1-4244-5315-3","10.1109/ICBECS.2010.5462520","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5462520","","Human factors;Electroencephalography;Signal processing;Emotion recognition;Psychology;Labeling;Reflection;Clinical diagnosis;Brain modeling;Signal design","","83","1","27","IEEE","6 May 2010","","","IEEE","IEEE Conferences"
"TDD:Auxiliary framework for recognizing people with depression based on physiological and emotional characteristics of EEG signals","B. Hu; Y. Wang; Z. Chen; X. Jiang; W. Liu; P. Wang","Laboratory of Computing, University of Jinan, JiNan, China; Laboratory of Computing, University of Jinan, JiNan, China; Laboratory of Computing, University of Jinan, JiNan, China; Laboratory of Computing, University of Jinan, JiNan, China; Laboratory of Computing, University of Jinan, JiNan, China; Laboratory of Computing, University of Jinan, JiNan, China",2022 Euro-Asia Conference on Frontiers of Computer Science and Information Technology (FCSIT),"14 Apr 2023","2022","","","164","169","Due to the severe imbalance of the doctor-patient ratio in the world, many patients cannot get mental health diagnoses in time, and there is a lack of objective diagnostic methods for depression at present. To address these issues rapidly and automatically, this paper proposes a new framework, Two-tracks depression diagnosis(TDD), which only requires subjects to watch 60 seconds of emotion-induced material. The framework can extract linear and nonlinear features from Electro-EncephaloGram(EEG) signals for identifying depression. At the same time, it effectively extracts the subjects' emotional features as cues for identifying depression under the guidance of the emotion-induced paradigm. The accuracy of this method in a normal environment can reach 89.03%. The robustness of TDD is obviously better when using cross-individual physiological signals to train the model. Under the condition of using all subjects, the accuracy of TDD is 11.71% higher than that of the model using only physiological signal features. TDD is completely based on objective physiological signals for depression detection, which are difficult to be manipulated subjectively. Therefore, this method can eliminate subjective interference and make the results more realistic and objective than scale detection.","","978-1-6654-6353-9","10.1109/FCSIT57414.2022.00041","National Natural Science Foundation of China(grant numbers:61672262); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10097845","TDD;Emotion-induced;Depression;EEG;physical signals","Mental health;Medical services;Interference;Watches;Depression;Feature extraction;Brain modeling","","","","14","IEEE","14 Apr 2023","","","IEEE","IEEE Conferences"
"Stress analysis of EEG signal using K-means clustering and hybrid classifier","P. Pallav; K. Srivastava","Department of Electronics and Communication Engg, Ajay Kumar Garg Engineering College, Ghaziabad, India; Department of Electronics and Communication Engg, Ajay Kumar Garg Engineering College, Ghaziabad, India",2024 2nd International Conference on Advancements and Key Challenges in Green Energy and Computing (AKGEC),"11 Feb 2025","2024","","","1","5","A significant factor that affects both mental and physical health is stress. Measuring accurately the stress level is very important. In this research, we approach measuring the stress using an EEG signal. There are many techniques to measure this stress; the most common ones are PET, ECG, EMG, and MRI, which help in measuring the stress levels of people. Another technique that is very useful and common, i.e., EEG, is mostly used to do such data analysis. EEG plays a very important role in detecting and correcting brain illness. EEG measures the electrical activity of the brain using small metal electrodes attached to the scalp. This activity results in wave lines of EEG signals. Here, we used a combination of the K-means algorithm and SVM-supervised machine learning algorithm to analyze the EEG data. K-means algorithm is used to divide and attempt to cluster the data while the SVM algorithm is used to classify the stress level based on these clusters. The main objective of this model is to improve the accuracy of stress detection by using the strength of both supervised and unsupervised machine learning algorithms. Using this hybrid approach, we attempt to provide a more precise and reliable method for detecting stress in real-time EEG data, with wide application in biomedical diagnosis, mental health monitoring, and many more.","","979-8-3503-9017-9","10.1109/AKGEC62572.2024.10869062","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10869062","Classifier;EEG;SVM;K-means;Hybrid algorithm;cross-validation;accuracy;real-time stress analysis","Support vector machines;Machine learning algorithms;Accuracy;Clustering algorithms;Human factors;Electroencephalography;Real-time systems;Classification algorithms;Reliability;Stress measurement","","","","17","IEEE","11 Feb 2025","","","IEEE","IEEE Conferences"
"A Noncontact Emotion Recognition Method Based on Complexion and Heart Rate","G. Du; Q. Tan; C. Li; X. Wang; S. Teng; P. X. Liu","School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Computer Science and Engineering, South China University of Technology, Guangzhou, China; School of Information Engineering, Nanchang University, Nanchang, China; Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; School of Computer Science and Engineering, Guangdong University of Technology, Guangzhou, China; Department of Systems and Computer Engineering, Carleton University, Ottawa, Canada",IEEE Transactions on Instrumentation and Measurement,"22 Aug 2022","2022","71","","1","14","This article proposes a noncontact emotion recognition method based on complexion and heart rate (HR). Unlike most existing noncontact emotion recognition methods, our method uses complexion and heart rate as contactless emotion recognition indicators, effectively avoiding the possibility of disguised facial expressions or acoustic features in noncontact methods. Different from most existing contact emotion recognition methods, our method only employs an ordinary device, Kinect, to achieve the complexion and heart rate, which can effectively avoid subjects’ psychological oppression when using wearable devices. Convolutional neural network (CNN) and bidirectional long short-term memory-conditional random fields (Bi-LSTM-CRF) are developed to extract the features of complexion and heart rate for contactless emotion recognition, respectively. We experimentally compared our methods with the existing five emotion recognition methods in practical application. The results show that our methods can outperform the existing five methods and obtain an emotion recognition accuracy higher than 80% in detection of anger, depression, doubt, and indignation. This indicates that the fusion of complexion and heart rate can effectively improve the emotional recognition accuracy. Note that our method requires neither expensive equipment nor conscious emotional acquisition by the participant, thereby promoting the development of emotion recognition in various fields such as the interrogation process and psychological counseling.","1557-9662","","10.1109/TIM.2022.3194858","Key-Area Research and Development Program of Guangdong Province(grant numbers:2020B010166006); National Natural Science Foundation of China(grant numbers:62173176,61973126,61863028); Innovation Team of the Modern Agriculture Industry Technology System in Guangdong Province(grant numbers:2019KJ139); Basic and Applied Basic Research Foundation of Guangdong Province(grant numbers:2022A1515010140); Science and Technology Department of Jiangxi Province of China(grant numbers:20204ABC03A39); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9858010","Bidirectional long short-term memory-conditional random fields (Bi-LSTM-CRF);complexion;convolutional neural networks (CNNs);emotion recognition;heart rate (HR);information fusion;recurrent neural network (RNN)","Emotion recognition;Heart rate;Feature extraction;Psychology;Electroencephalography;Electrocardiography;Employee welfare","","4","","48","IEEE","16 Aug 2022","","","IEEE","IEEE Journals"
"Emotion state analysis by Electroencephalogram","D. Afroz; N. Hasan","Department of Computer Science & Engineering, Jahangirnagar University Savar, Dhaka, Bangladesh; Department of Electrical & Electronic Engineering, Bangladesh University of Engineering & Technology, Dhaka, Bangladesh","2022 International Conference on Innovations in Science, Engineering and Technology (ICISET)","23 May 2022","2022","","","534","539","A novel methodology to analyze the visual effect on emotion is presented in this work. Two publicly available datasets were used and fed through an artificial neural network to see the effect of a pre-neutral state on a neutral state. Three categories of photos (smile, sad, neutral) from the International Affective Picture System – IAPS collection were presented while electroencephalogram (EEG) was recorded which is publicly available. Rhythm analysis was done and feedforward artificial neural network was trained by subject independent EEG data with a minimum mean square error of 0.53867. Finally, the effect of the smile and the sad session on the neutral session was analyzed and our finding is that there is an effect of the previous state on the neutral state for a certain time which could be helpful for fear and anxiety disorder patients.","","978-1-6654-8397-1","10.1109/ICISET54810.2022.9775894","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9775894","Emotion;Electroencephalogram (EEG);Artificial Neural Network (ANN);IAPS.","Technological innovation;Fast Fourier transforms;Anxiety disorders;Artificial neural networks;Mean square error methods;Rhythm;Visual effects","","2","","14","IEEE","23 May 2022","","","IEEE","IEEE Conferences"
"A First Look at Generative Artificial Intelligence Based Music Therapy for Mental Disorders","L. Shen; H. Zhang; C. Zhu; R. Li; K. Qian; W. Meng; F. Tian; B. Hu; B. W. Schuller; Y. Yamamoto","Beijing Institute of Technology, Key Laboratory of Brain Health Intelligent Evaluation and Intervention, Ministry of Education, Beijing, China; Beijing Institute of Technology, Key Laboratory of Brain Health Intelligent Evaluation and Intervention, Ministry of Education, Beijing, China; Beijing Institute of Technology, Key Laboratory of Brain Health Intelligent Evaluation and Intervention, Ministry of Education, Beijing, China; Beijing Institute of Technology, Key Laboratory of Brain Health Intelligent Evaluation and Intervention, Ministry of Education, Beijing, China; Beijing Institute of Technology, Key Laboratory of Brain Health Intelligent Evaluation and Intervention, Ministry of Education, Beijing, China; Institute of Communication Studies, Communication University of China, Beijing, China; School of Information Science and Engineering, Lanzhou University, Lanzhou, China; Beijing Institute of Technology, Key Laboratory of Brain Health Intelligent Evaluation and Intervention, Ministry of Education, Beijing, China; GLAM – the Group on Language, Audio, and Music, Imperial College London, UK; Graduate School of Education, Educational Physiology Laboratory, The University of Tokyo, Japan",IEEE Transactions on Consumer Electronics,"","2024","PP","99","1","1","Mental disorders show a rapid increase and cause considerable harm to individuals as well as the society in recent decade. Hence, mental disorders have become a serious public health challenge in nowadays society. Timely treatment of mental disorders plays a critical role for reducing the harm of mental illness to individuals and society. Music therapy is a type of non-pharmaceutical method in treating such mental disorders. However, conventional music therapy suffers from a number of issues resulting in a lack of popularity. Thanks to the rapid development of Artificial Intelligence (AI), especially the AI Generated Content (AIGC), it provides a chance to address these issues. Nevertheless, to the best of our knowledge, there is no work investigating music therapy from AIGC and closed-loop perspective. In this paper, we summarise some universal music therapy methods and discuss their shortages. Then, we indicate some AIGC techniques, especially the music generation, for their application in music therapy. Moreover, we present a closed-loop music therapy system and introduce its implementation details. Finally, we discuss some challenges in AIGC-based music therapy with proposing further research direction, and we suggest the potential of this system to become a consumer-grade product for treating mental disorders.","1558-4127","","10.1109/TCE.2024.3514633","Ministry of Science and Technology of the People?s Republic of China with the STI2030-Major Projects(grant numbers:Nos. 2021ZD0201900 and 2021ZD0200601); National Natural Science Foundation of China(grant numbers:Nos.62272044, 62402041, and 62227807); National Key Research and Development Program of China(grant numbers:Nos. 2023YFC2506804); China Postdoctoral Science Foundation(grant numbers:No. 2023M73025); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10787256","Mental health;music therapy;artificial intelligence generated content;music generation","Medical treatment;Artificial intelligence;Mental disorders;Psychology;Consumer electronics;Music;Hidden Markov models;Generative AI;Employee welfare;Depression","","1","","","IEEE","9 Dec 2024","","","IEEE","IEEE Early Access Articles"
"EEG-Based VR Scene Adaptive Generation System for Regulating Emotion","H. Liang; S. Liu; Y. Wang; J. Pan; J. Fu; Y. Yuan","Department of Software Engineering, Zhengzhou University of Lightindustry, Zheng zhou, China; Department of Software Engineering, Zhengzhou University of Lightindustry, Zheng zhou, China; Department of Rehabilitation, General Hospital of Pingmei Shenma Group, Pingdingshan, China; Department of Computer Science and Engineering, Beihang University, Peking, China; College of Economics and Management, Zhengzhou University of LightIndustry, Zheng zhou, China; College of Computer and Communication Engineering, Zhengzhou University of LightIndustry, Zheng zhou, China",2023 9th International Conference on Virtual Reality (ICVR),"7 Jul 2023","2023","","","361","368","Research based on electroencephalogram (EEG) and virtual reality (VR) has developed rapidly in recent years. The integration of EEG and VR technology has been broadly employed in psychological intervention to treat various psychological conditions and alleviate stress. At present, there exist commercial-level EEG emotion recognition products, however, research on the correlation between the content of VR scenarios and emotions remains unavailable. Therefore, this work investigates VR scene construction based on EEG, which incorporates the recovery environment theory and virtual reality technology to construct different three-dimensional dynamic virtual reality interaction scenes. EEG equipment constructs an emotion-adaptive VR system based on EEG signals with the aid of VR interaction equipment. Herein, EEG data feedback was applied to automatically generate VR scenes, and the experimental findings revealed that the system has certain feasibility and application value.","2331-9569","979-8-3503-4581-0","10.1109/ICVR57957.2023.10169325","National Natural Science Foundation of China; National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10169325","electroencephalogram;virtual reality;virtual scene;emotional regulation","Emotion recognition;Correlation;Adaptive systems;Psychology;Virtual reality;Human factors;Electroencephalography","","2","","30","IEEE","7 Jul 2023","","","IEEE","IEEE Conferences"
"Emotion stress detection using EEG signal and deep learning technologies","C. -Y. Liao; R. -C. Chen; S. -K. Tai","Department of Information Management, Chaoyang University of Technology, Taichung, Taiwan; Department of Information Management, Chaoyang University of Technology, Taichung, Taiwan; Department of Information Management, Chaoyang University of Technology, Taichung, Taiwan",2018 IEEE International Conference on Applied System Invention (ICASI),"25 Jun 2018","2018","","","90","93","Brainwave reflects the change in electrical potential resulting from the conjunction between the thousands of brain neurons. A neuron can receive signals from other neurons and starts off cyclic discharge reaction when sufficient energy is accumulated. That is also the reason why people persistently emit brainwaves. According to experts from Laboratory of Brain Recognition and Behavior, Michigan University, long-term multitask operation results in the lack of efficiency and in filtering out irrelevant signals leads to the distraction of paying attention of the irrelevant message rather than work-related information. As a result, one would have problems in the transition from one job to another. However, for some people rely on their brain to deal with many things and it may lead to fatigue. Therefore, we did this experiment and tried to figure out the most efficient way to soothe the spiritual pressure and calm the mind down. We utilize deep learning as learning method to predict user's stress feeling through listening to the music. Through above research, by listening to music or create the atmosphere of a music background also with an artistic performance could provide not only psychological treatment effect but also improve the ability of the person to focus.","","978-1-5386-4342-6","10.1109/ICASI.2018.8394414","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8394414","Brainwaves;Emotion Stress Detection;EEG;Deep Learning","Electroencephalography;Machine learning;Stress;Mathematical model;Neurons;Music;Psychology","","49","","13","IEEE","25 Jun 2018","","","IEEE","IEEE Conferences"
"BCI Based Ambient Assisted Living with Music Therapy For Lock-In Syndrome","K. Sumathi; N. Dhanavarsha; S. V. Gayathri; N. Pavithra","Department of ECE, Sri Sairam Engineering College, Chennai, India; Department of ECE, Sri Sairam Engineering College, Chennai, India; Department of ECE, Sri Sairam Engineering College, Chennai, India; Department of ECE, Sri Sairam Engineering College, Chennai, India","2024 International Conference on Communication, Computing and Internet of Things (IC3IoT)","11 Jun 2024","2024","","","1","6","Emotion based stress reduction aimed at enhancing the emotional well-being and quality of life for individuals with LockedIn Syndrome through the integration of BrainComputer Interface (BCI) technology and cultural enrichment. The study aims to assist people in expressing their feelings and in lowering their stress levels by playing music based on their cultural preferences. This innovative system leverages EEG signals for real-time emotion classification and adapts the presentation of culturally significant stimuli to reduce stress and promote positive emotional states. Building on this framework, we present the idea of ""Harmony Mind,"" which captures the relationship between musical therapy and emotion classification. It enables users to actively participate in their emotional wellbeing by promoting a stronger connection to cultural heritage.","","979-8-3503-5268-9","10.1109/IC3IoT60841.2024.10550309","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10550309","Lock-in Syndrome;Arduino;Harmonious Healing","Anxiety disorders;Medical treatment;Music;Machine learning;Electroencephalography;Real-time systems;Telecommunication computing","","","","15","IEEE","11 Jun 2024","","","IEEE","IEEE Conferences"
"EEG Emotion Prediction Using Artificial Intelligence","S. Singh; K. Chaudhary; D. Devi","electronics and computer engineering, SRM institute of science and technology, Chennai, India; Computer science engineering, SRM institute of science and technology, Chennai, India; electronics and computer engineering, SRM institute of science and technology, Chennai, India","2024 International Conference on Signal Processing, Computation, Electronics, Power and Telecommunication (IConSCEPT)","22 Aug 2024","2024","","","1","6","Emotions are fundamental for human beings and play an important role in human cognition. Emotion is commonly associated with logical decision making, perception, human interaction, and to a certain extent, human intelligence itself. Emotion detection discussed in this paper is a technique that uses electroencephalography (EEG) to measure brain activity and identify different emotional states, it is a non-invasive method that measures electrical activity in the brain through electrodes placed on the scalp. The electrical activity of the brain is related to different cognitive and emotional processes, and electroencephalography can be used to measure changes in brain activity that occur in response to different emotions. The emotion prediction model can be used for early detection and of mental health disorders and to tailor personalised treatment plans for such patients, to help researchers gain a better understanding of the emotional aspects of various conditions and even in stress management, wellness program and more.","","979-8-3315-4068-5","10.1109/IConSCEPT61884.2024.10627883","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10627883","Neural Network;Fourier Transform;EEG;wavelet transform;backpropagation;Early_stopping","Emotion recognition;Recurrent neural networks;Human intelligence;Scalp;Electric variables measurement;Mental health;Predictive models","","","","20","IEEE","22 Aug 2024","","","IEEE","IEEE Conferences"
"Tratak Meditation As a CAM for Stress Management: An EEG Based Analysis","S. Kamthekar; B. Iyer","Department of E&TC Engineering, Dr. Babasaheb Ambedkar Technological University, Lonere-Raigad, India; Department of E&TC Engineering, Dr. Babasaheb Ambedkar Technological University, Lonere-Raigad, India",2021 International Conference on Intelligent Technologies (CONIT),"4 Aug 2021","2021","","","1","6","Imbalance of any behavioral pattern and conditions gives rise to stress. Continuous retention of stressed conditions may result in serious health issues such as chronic disease, mental disorder, depression, anxiety, and worse quality of life. As conventional medication causes severe side effects, complementary and alternative medicines are in the highest demand for stress reduction. The paper reports Tratak meditation and its EEG analysis to demonstrate effective stress reduction in humans. The proposed study shows that during short-term Tratak meditation, the brain signals reduce the irregularity, calm down the person, reduce stress, and regularize the brain wave patterns. Approximate entropy is used for analysis and tested for rest and during Tratak. The signal during Tratak is more regulated as compared to the rest condition.","","978-1-7281-8583-5","10.1109/CONIT51480.2021.9498288","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9498288","Approximate entropy;CAM;EEG;Meditation;Tratak;Stress.","Mental disorders;Depression;Entropy;Electroencephalography;Stress;Diseases","","1","","25","IEEE","4 Aug 2021","","","IEEE","IEEE Conferences"
"Neuro-Feedback VR : Real-Time Emotion Manipulation and Adaptive Environments for Enhanced Performance and Therapy","A. D. Singh; A. Pathak; N. Gupta; Vedvrat","Department of CSE (AI), Pranveer Singh Institute of Technology, Kanpur, Uttar Pradesh, India; Department of CSE (AI), Pranveer Singh Institute of Technology, Kanpur, Uttar Pradesh, India; Department of CSE, Kanpur Institute of Technology, Kanpur, Uttar Pradesh, India; Department of ECE, Pranveer Singh Institute of Technology, Kanpur, Uttar Pradesh, India","2025 First International Conference on Advances in Computer Science, Electrical, Electronics, and Communication Technologies (CE2CT)","2 Apr 2025","2025","","","1296","1300","Integration of EEG and virtual reality technologies has opened up new paths for personalized mental health therapy. The present work is a neuro adaptive system, dynamically adjusting VR environments based on real-time EEG-detected emotional states. This study applies advanced EEG wave analysis and adaptive VR scenarios in order to improve therapeutic outcomes during daily sessions. Initial results have shown immense stress reduction, emotional regulation, and mental clarity. This is the new marriage of neuroscience with immersive technology that will revolutionize the mental health space with customized experiences growing with the state of mind of the user.","","979-8-3315-1857-8","10.1109/CE2CT64011.2025.10939880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10939880","Neuro-feedback VR;Adaptive VR Environments;Mental Health Therapy;Real-Time Adaptation;Real-Time Emotion Regulation;Brain-Computer Interface (BCI)","Adaptive systems;Neuroscience;Sleep;Mental health;Virtual reality;Signal processing;Real-time systems;Electroencephalography;Regulation;Neurofeedback","","","","14","IEEE","2 Apr 2025","","","IEEE","IEEE Conferences"
"A Secure Authentication System based on Emotion Analysis of EEG Signals using Deep Learning Technique","R. Mathumitha; A. Maryposonia","Department of Computer Science and Engineering, Sathyabama Institute of Science and Technology, Chennai, TamilNadu; Department of Computer Science and Engineering, Sathyabama Institute of Science and Technology, Chennai, TamilNadu",2022 6th International Conference on Intelligent Computing and Control Systems (ICICCS),"8 Jun 2022","2022","","","1232","1237","In recent years, researchers take more attention to utilize electroencephalogram (EEG) signals as a biometric feature to secure numerous applications. Many personal and financial applications generally utilize biometric features like fingerprints and Iris for authentication. In a few cases, for additional security, one-time passwords are also used. However, there is no such research that uses EEG as a biometric feature for authentication and application security. Considering this as a research objective, in this research, an EEG-based emotion analysis has been presented to authenticate medical database access. This could identify the mental stability of the physicians so that human errors in the diagnosis due to stress can be reduced. Based on the emotion, either the user will get access to the database or be redirected to settle down the personal emotions. A deep learning-based emotion analysis has been presented to efficiently classify the benchmark DEAP and SEED datasets, which have numerous emotion data. Experimental results of the proposed work are compared with conventional techniques like support vector machines and artificial neural networks in terms of precision, recall, sensitivity, specificity, and accuracy. The proposed model attains maximum accuracy of 87.11% compared to existing methods.","2768-5330","978-1-6654-1035-9","10.1109/ICICCS53718.2022.9788367","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9788367","Electroencephalogram (EEG);Emotion Analysis;Authentication;Deep Learning;Convolutional Neural Network (CNN)","Deep learning;Support vector machines;Databases;Computational modeling;Authentication;Medical services;Brain modeling","","2","","18","IEEE","8 Jun 2022","","","IEEE","IEEE Conferences"
"Prediction of Attention Deficit Hyperactivity Disorder and Autism Spectrum Disorder Patients Emotion Recognition using Machine Learning Models","S. Parameswaran; P. Arulmozhi; K. Indumathi; D. M. Rodax; G. Pradeep; J. R. Devi","Department of Biomedical Engineering, KSR College of Engineering, Tiruchengode, India; Department of Biomedical Engineering, KSR College of Engineering, Tiruchengode, India; Department of Biomedical Engineering, KSR College of Engineering, Tiruchengode, India; Department of Biomedical Engineering, KSR College of Engineering, Tiruchengode, India; Department of Biomedical Engineering, KSR College of Engineering, Tiruchengode, India; Department of Biomedical Engineering, KSR College of Engineering, Tiruchengode, India",2025 International Conference on Intelligent Computing and Control Systems (ICICCS),"12 May 2025","2025","","","1314","1319","To design a machine learning-based approach to predict and differentiate emotional recognition patterns in patients with ASD and ADHD, thus aiding in precise diagnosis and personalized care strategies. Current approaches of group 1 emotional recognition in ADHD and ASD rely mainly on traditional statistical methods and a relatively small number of datasets. Such approaches group 2 often consider only simple facial expression analysis and vocal tone evaluations without integrating the multi-modal features, leading to lower classification accuracy. Conversely, the method under this study employed machine learning algorithms, namely Random Forests and Deep Neural Networks, to analyze multi-modal data including facial expressions, vocal tones, and physiological signals of 200 samples from ADHD and ASD patients. The Random Forest model was 92 % accurate in classification compared to existing methods, and the Deep Neural Networks further improved detection of subtle variations in emotions and proved to be a more robust and reliable method for distinguishing the patterns of emotional recognition between both groups. The proposed machine learning framework is thus a strong, data-driven approach to improving diagnostic accuracy and personalizing interventions for ASD and ADHD. This is, therefore, promising in clinical application in the management of these neurodevelopmental conditions on time and effectively.","","979-8-3315-1208-8","10.1109/ICICCS65191.2025.10984719","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10984719","Machine Learning;ADHD;ASD;Emotion Recognition;Deep Learning;EEG;CNN;RNN;Accuracy;Physiological Signals","Deep learning;Emotion recognition;Accuracy;Scalability;Predictive models;Brain modeling;Electroencephalography;Real-time systems;Reliability;Random forests","","","","21","IEEE","12 May 2025","","","IEEE","IEEE Conferences"
"Determination of Cognitive-Emotional Characteristics through the Method of Individual Asymmetries of Power Spectral Density of EEG Waves","F. -C. Adochiei; T. Paraschiv; D. Cochior; R. Paraschiv; O. I. Stirbu; F. Ciprian Argatu; I. -R. Adochiei","DMAECS, National University of Science and Technology POLITEHNICA Bucharest, Romania; Titu Maiorescu University, Romania; Titu Maiorescu University, Romania; Titu Maiorescu University, Romania; DMAECS, National University of Science and Technology POLITEHNICA Bucharest, Romania; DMAECS, National University of Science and Technology POLITEHNICA Bucharest, Romania; Academy of Romanian Scientists, Bucharest, Romania",2023 International Symposium on Fundamentals of Electrical Engineering (ISFEE),"21 Aug 2024","2023","","","1","4","Understanding an individual's cognitive and emotional state is crucial for analyzing their psychological characteristics and behaviors and diagnosing and treating mental health disorders. This research is especially relevant today, as the World Health Organization reports that 15-20% of the world's population suffers from a mental health disorder, and 25% experience one in their lifetime. Early identification of these conditions is essential for creating effective treatment plans and assessing their impact. This study focuses on the analysis of EEG (electroencephalogram) waves, a standard method for determining stress levels, anxiety, depression, behavior, and personality characteristics. Such studies have broad implications for fields like neuroscience, data science, Brain-Computer Interface (BCI), and Artificial Intelligence (AI), as they aim to understand how the human brain functions regarding sensory, motor, cognitive, and emotional aspects. In this article, we introduce an EEG wave analysis method that can serve as the basis for a clustering or classification algorithm in machine learning. By leveraging EEG data, we contribute to the ongoing efforts to enhance our understanding of human cognition and emotion, ultimately facilitating early detection and treatment of mental health conditions.","2836-1695","979-8-3503-0856-3","10.1109/ISFEE60884.2023.10637003","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10637003","cognitive performance;EEG analysis;asymmetry features;EEG waves","Power system measurements;Correlation;Protocols;Standards organizations;Refining;Mental health;Machine learning","","","","20","IEEE","21 Aug 2024","","","IEEE","IEEE Conferences"
