"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An Emotion Recognition Method Based on Selective Gated Recurrent Unit","Q. Yang; J. Zhou; C. Cheng; X. Wei; S. Chu","College of Computer, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Computer, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Computer, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Computer, Nanjing University of Posts and Telecommunications, Nanjing, China; College of Computer, Nanjing University of Posts and Telecommunications, Nanjing, China",2018 IEEE International Conference on Progress in Informatics and Computing (PIC),"6 May 2019","2018","","","33","37","Electroencephalogram (EEG) signals can intuitively reflect the slight variations in human emotions. Consequently, they are the first choice for emotion recognition media. However, EEG signals at different time steps have different emotion representing abilities. By filtering out EEG signals with low representing abilities, the efficacy of extracted EEG features will increase. Thus emotion recognition accuracy can be improved. Therefore, a new feature extraction method called Selective Gated Recurrent Unit (SGRU) is proposed in this paper. From SGRU, we design a new method for emotion recognition. Firstly, SGRU is constructed to extract features from EEG signals. Secondly, a Fully Connected Neural Network (FCNN) is built to classify emotions with the features obtained by SGRU. Finally, the experiment results on DEAP dataset indicate that the method proposed can achieve better performance on emotion recognition compared with other similar methods.","","978-1-5386-7672-1","10.1109/PIC.2018.8706140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8706140","EEG signals;Gated Recurrent Unit;Feature Extraction;Emotion Recognition","Feature extraction;Electroencephalography;Emotion recognition;Logic gates;Neural networks;Training;Data mining","","3","","12","IEEE","6 May 2019","","","IEEE","IEEE Conferences"
"EEG Feature Selection for Emotion Recognition Based on Cross-subject Recursive Feature Elimination","W. Zhang; Z. Yin","Engineering Research Center of Optical Instrument and System, Ministry of Education, Shanghai Key Lab of Modern Optical System, University of Shanghai for Science and Technology, Shanghai, P. R. China; Engineering Research Center of Optical Instrument and System, Ministry of Education, Shanghai Key Lab of Modern Optical System, University of Shanghai for Science and Technology, Shanghai, P. R. China",2020 39th Chinese Control Conference (CCC),"9 Sep 2020","2020","","","6256","6261","The application of machine learning approaches to deal with the emotion recognition of physiological signals has received much attention on account of the objectivity of the electroencephalography (EEG) signals. However, the traditional feature selection methods are insufficient when building affective computing models between different subjects. In this paper, we propose a novel feature selection method termed as cross-subject recursive feature elimination (C-RFE) based on least square support vector machine to cope with this issue. This method is implemented through the absolute value of the component of the norm vector of the classification margin for all pairs of two subjects. The features are ranked in descending order of the importance via eliminating feature with the minimal contribution. The specific number of EEG feature subsets and emotion categories are operated in four machine learning models. The binary classification accuracy and F1-score of arousal and valence recognitions are achieved 0.6521, 0.6245, 0.6299 and 0.6295, respectively, for MAHNOB-HCI database, and 0.6461, 0.6176, 0.6529 and 0.6399, respectively for DEAP database.","1934-1768","978-9-8815-6390-3","10.23919/CCC50068.2020.9188573","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9188573","Emotion recognition;machine learning;physiological signal;EEG;recursive feature elimination","Support vector machines;Emotion recognition;Databases;Computational modeling;Buildings;Machine learning;Feature extraction","","6","","18","","9 Sep 2020","","","IEEE","IEEE Conferences"
"EEG-Based Emotion Recognition Model Using Windowing Techniques","K. K; D. A. Z; H. M. V; B. S. Begum","Department of Computer Science and Engineering, National Institute of Technology, Tiruchirappalli, Tamil Nadu, India; Department of Electronics and Communication Engineering, National Institute of Technology, Tiruchirappalli, Tamil Nadu, India; Department of Computer Science and Engineering, National Institute of Technology, Tiruchirappalli, Tamil Nadu, India; Department of Computer Science and Engineering, National Institute of Technology, Tiruchirappalli, Tamil Nadu, India",IECON 2023- 49th Annual Conference of the IEEE Industrial Electronics Society,"16 Nov 2023","2023","","","1","6","With increased human-machine interactions, computing systems are designed based on context and content for seamless user interactions. Nowadays, for efficient and personalized interactions, the user's emotional state plays a vital role in the design phase of the systems. Over the past decade, emotion recognition has garnered significant interest among researchers, with electroencephalogram (EEG) signals identified as a promising modality for distinguishing emotions. Among emotion recognition research, electroencephalogram (EEG) signals are found to be a potential modality to distinguish one's emotions. Several attempts have been made by researchers to increase the performance of the emotion recognition models. Hence, in this work, we proposed an EEG-based emotion recognition model that utilizes windowing techniques to classify emotions in the valence and arousal dimensions. We employed both non-overlapping and overlapping windowing techniques to segment the EEG signals. From these segmented EEG trials, a set of temporal and spatial features is extracted and used to train the classifier models. The proposed model achieves classification accuracies of 98.3 % and 98.2 % for valence and arousal dimensions, respectively. The experimental results and analysis reveal that the proposed model outperformed the state-of-the-art EEG-based emotion recognition studies on the AMIGOS dataset. Further, the proposed model can be employed in smart industries for effective human-machine interactions.","2577-1647","979-8-3503-3182-0","10.1109/IECON51785.2023.10312330","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10312330","Emotion recognition;Electroencephalogram (EEG);Machine learning;AMIGOS dataset;Windowing technique","Industries;Human computer interaction;Industrial electronics;Emotion recognition;Analytical models;Electric potential;Machine learning","","","","20","IEEE","16 Nov 2023","","","IEEE","IEEE Conferences"
"A review on EEG based Emotion Analysis using Machine Learning approaches","T. Sharma; M. Diwakar; P. Singh; C. Arya; S. Lamba; P. Kumar","Department of CSE, Graphic Era Deemed to be University, Dehradun, India; Department of CSE, Graphic Era Deemed to be University, Dehradun, India; Amity School of Engineering and Technology, Amity University Uttar Pradesh, Noida, India; Department of School of Computing, Graphic Era Hill University, Dehradun, Uttarakhand, India; Ajay Kumar Garg Engineering College; Department of CSE, Krishna Engineering College, Ghaziabad, UP, India","2021 IEEE 8th Uttar Pradesh Section International Conference on Electrical, Electronics and Computer Engineering (UPCON)","10 Jan 2022","2021","","","1","6","Brisk advancement of Machine Learning Algorithm with information fusion made the computers/machine able to understand human emotion, so that they can recognize and analyses the emotions. There are few ways to recognize human emotions from facial expression, behavior, speech and from physiological signals. This paper presents a review on emotion categorization, use of EEG signal for emotion recognition and use of ML techniques such as SVM, CNN, NB, LR and deep learning models such as CNN, RNN etc. for performing emotion recognition on different types of data such as visual data, audio data and text data. This paper also discusses the classical and modern methods used for processing EEG signal for emotion recognition.","2687-7767","978-1-6654-0962-9","10.1109/UPCON52273.2021.9667588","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9667588","Emotion recognition;EEG signals;emotion models;emotion categorization and Machine learning","Support vector machines;Deep learning;Emotion recognition;Visualization;Computational modeling;Speech recognition;Brain modeling","","3","","43","IEEE","10 Jan 2022","","","IEEE","IEEE Conferences"
"Emotion Classification Using EEG Data in a Brain-Inspired Spiking Neural Network","Y. He; C. Li; X. Ju","College of Electronic and Information Engineering, Southwest University, Chongqing, China; College of Electronic and Information Engineering, Southwest University, Chongqing, China; College of Electronic and Information Engineering, Southwest University, Chongqing, China",2021 11th International Conference on Intelligent Control and Information Processing (ICICIP),"16 Dec 2021","2021","","","433","437","As an important application of emotion artificial intelligence, emotion classification provides the basis for the realization of affective brain-computer interface (aBCI). In this study, the NeuCube is used to learn and classify Electroencephalogram (EEG) data from the DEAP dataset. NeuCube is a type of spiking neural network (SNN) framework developed based on the real human brain. It is very suitable for analyzing and processing spatio-temporal data. Based on the 10-fold cross-validation method, we obtain a mean accuracy of 68.91 % in the emotional binary valence classification problem. Meanwhile, the EEG data recorded from F3 and F4 electrode channels provide more information compared with Fp1 and Fp2. The results prove that the spiking neural network can be applied to the task of emotion classification effectively.","","978-1-6654-2515-5","10.1109/ICICIP53388.2021.9642186","Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9642186","emotion classification;EEG;spiking neural networks;NeuCube","Electrodes;Machine learning;Information processing;Electroencephalography;Brain-computer interfaces;Biology;Task analysis","","3","","19","IEEE","16 Dec 2021","","","IEEE","IEEE Conferences"
"Dataset-Independent EEG Channel Selection for Emotion Recognition","S. Y. Dharia; S. G. Camorlinga; C. E. Valderrama; M. Hojjati","Applied Computer Science, University of Winnipeg, Winnipeg, Canada; Applied Computer Science, University of Winnipeg, Winnipeg, Canada; Applied Computer Science, University of Winnipeg, Winnipeg, Canada; Applied Computer Science, University of Winnipeg, Winnipeg, Canada",2024 46th Annual International Conference of the IEEE Engineering in Medicine and Biology Society (EMBC),"17 Dec 2024","2024","","","1","4","Electroencephalography (EEG) stands as a noninvasive and cost-effective method for recording neural activity, holding potential for applications such as identifying neural processes underlying human emotions. This paper delves into the transferability and generalizability of EEG channel selection in emotion recognition, adopting a dataset-independent approach. By leveraging Power Spectral Density (PSD), we identify high-contributing EEG channels in the SEED V dataset and validate our approach on the independent SEED IV dataset using a Convolutional Neural Network (CNN) model. The channel selection method helped in eliminating insignificant EEG channels, which can improve the applicability of developing more efficient EEG devices for daily use to monitor emotions, as well as in individuals suffering from various neurodegenerative diseases. Through extensive experiments varying the number of channels and features, our model achieves classification accuracies of 77.02%, 75.42%, 71.31%, and 64.31% with 62, 30, 20, and 10 EEG channels, accompanied by 310, 90, 60, and 30 Differential Entropy (DE) features respectively. Further, the proposed approach is tested by introducing Gaussian noise to the training set and evaluating its sensitivity to signal noise. Finally, results are compared with state-of-the-art models highlighting the potential of our dataset-independent channel selection method.","2694-0604","979-8-3503-7149-9","10.1109/EMBC53108.2024.10782444","Health; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10782444","Emotion Recognition;Electroencephalography (EEG);EEG Channel Selection;Deep Learning","Training;Emotion recognition;Accuracy;Sensitivity;Computational modeling;Neural activity;Brain modeling;Electroencephalography;Recording;Convolutional neural networks","Electroencephalography;Humans;Emotions;Neural Networks, Computer;Signal Processing, Computer-Assisted;Algorithms;Entropy","","","17","IEEE","17 Dec 2024","","","IEEE","IEEE Conferences"
"Multimodal Emotion Recognition based on Convolutional Neural Networks and Long Short-Term Memory Networks","Y. Liu; D. Geng; X. Wu; Y. Liu","School Of Mechanical And Electrical Engineering, Guilin University Of Electronic Technology, Guilin, China; School Of Mechanical And Electrical Engineering, Guilin University Of Electronic Technology, Guilin, China; School Of Mechanical And Electrical Engineering, Guilin University Of Electronic Technology, Guilin, China; School Of Mechanical And Electrical Engineering, Guilin University Of Electronic Technology, Guilin, China",2024 2nd International Conference on Signal Processing and Intelligent Computing (SPIC),"1 Oct 2024","2024","","","69","73","Due to the rapid advancements in big data and high-performance computing technologies, the application of deep learning models in the fields of computer vision and signal image processing has become increasingly widespread. To address the low efficiency and accuracy in the recognition of multimodal emotional EEG signals, this study integrates the latest deep learning network models, leveraging the advantages of convolutional neural networks (CNNs) in EEG feature extraction and the strengths of long short-term memory (LSTM) networks in processing dynamic temporal information. Therefore, this study employs CNN models to extract features from multimodal EEG signals, followed by feature vector fusion using LSTM, and classification using softmax. The network model constructed in this study achieved an accuracy of 92% in the three-class emotion recognition. Compared with traditional classification methods, the CNN-LSTM network model exhibits higher recognition efficiency due to its combined advantages in feature extraction and dynamic temporal information processing. Compared to using CNN or LSTM models alone, this model also shows a significant improvement in recognition accuracy.","","979-8-3503-6888-8","10.1109/SPIC62469.2024.10691536","Middle-aged and Young Teachers' Basic Ability Promotion Project of Guangxi; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10691536","Deep learning;multimodal signals;EEG emotion recognition;CNN-LSTM","Deep learning;Emotion recognition;Accuracy;Computational modeling;Brain modeling;Feature extraction;Electroencephalography;Vectors;Convolutional neural networks;Long short term memory","","","","16","IEEE","1 Oct 2024","","","IEEE","IEEE Conferences"
"DrivEmo: A Novel Approach for EEG-Based Emotion Classification for Drivers","T. A. Gamage; E. R. C. Sandamali; P. Kalansooriya","Department of Computer Science, General Sir John Kotelawala Defence University, Sri Lanka; Department of Computational Mathematics, General Sir John Kotelawala Defence University, Sri Lanka; Department of Computer Science, General Sir John Kotelawala Defence University, Sri Lanka",2023 International Research Conference on Smart Computing and Systems Engineering (SCSE),"17 Aug 2023","2023","6","","1","6","Electroencephalogram (EEG) based emotion recognition approaches have proven to be successful with the latest technologies, and therefore, driver emotion recognition is also being widely discussed for enhancing road safety. This paper reveals a unique approach to driver emotion recognition for the calm, fear, sad, and anger emotional states where calm is the desired state of mind while driving. Emotiv EPOC X 14 channel EEG headset is utilised for the EEG collection, and ten subjects are involved in the experiment. EEG preprocessing of the collected EEG data is done using the EEGLAB toolbox in Matlab. EEG feature extraction is performed using Matlab, and feature selection and classification model training is done using the Classification Learner app in Matlab. ANOVA and ReliefF are employed as the feature selection algorithms, and Support Vector Machine (SVM) and Naïve Bayes classifiers are utilised for the emotion classification. The outcomes reveal that the highest mean accuracy of 95% is achieved from the Coarse Gaussian SVM classifier, while the lowest mean accuracy of 85% is obtained from the Fine Gaussian SVM classifier detecting the calm, fear, sad, and anger emotional states. In addition, all the other trained classifier models have an accuracy between 85% and 95%. Therefore, the findings suggest that the proposed EEG-based implementation approach of an emotion classification model for drivers is highly successful and can be employed in future research in the paradigm of driver emotion recognition as well. Besides, this research presents a critical literature review concerning critical aspects of EEG-based emotion recognition research.","2613-8662","979-8-3503-4145-4","10.1109/SCSE59836.2023.10215028","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10215028","EEG;emotion recognition;feature extraction;feature selection;road safety","Support vector machines;Training;Emotion recognition;Feature extraction;Brain modeling;Electroencephalography;Mathematical models","","1","","48","IEEE","17 Aug 2023","","","IEEE","IEEE Conferences"
"Enhancing Emotion Detection through EEG Signal Processing with Machine Learning Techniques","D. Bura; M. Singh; P. Nandal; S. Jindal","Computer Science and Engineering, Manav Rachna International Institute of Research and Studies, Faridabad, India; Computer Science and Engineering, Manav Rachna International Institute of Research and Studies, Faridabad, India; Computer Science and Engineering, Manav Rachna International Institute of Research and Studies, Faridabad, India; Computer Science and Engineering, Manav Rachna International Institute of Research and Studies, Faridabad, India","2024 International Conference on Communication, Computing and Energy Efficient Technologies (I3CEET)","13 May 2025","2024","","","541","545","Brain-Computer Interfaces (BCIs) serve as a communication bridge between an individual's brain activity and external devices. Focused on noninvasive techniques, our study delves into various methods for feature selection and extraction from EEG signals to facilitate emotion detection. The paper investigates the acquisition and preprocessing of these signals, extracting essential characteristics to reduce dimensionality. Subsequently, machine learning algorithms, including Support Vector Machine (SVM), Linear Discriminant Analysis (LDA), Fuzzy Classifiers, Regression Trees, and k-Nearest Neighbor, are examined and compared in terms of complexity and performance.","","979-8-3315-4158-3","10.1109/I3CEET61722.2024.10993865","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10993865","Machine Learning;Feature classification;Electroencephalography;Signal Processing","Support vector machines;Emotion recognition;Machine learning;Transforms;Signal processing;Nearest neighbor methods;Feature extraction;Electroencephalography;Linear discriminant analysis;Regression tree analysis","","","","20","IEEE","13 May 2025","","","IEEE","IEEE Conferences"
"An Emotion Recognition Scheme Based on EEG Signal and Visual Information","Y. Wang; L. Xin; Z. Liu; X. Li","Henan University, School of Computer and Information Engineering, Kaifeng City, Henan Province, China; Henan University, School of Computer and Information Engineering, Kaifeng City, Henan Province, China; Henan University, School of Computer and Information Engineering, Kaifeng City, Henan Province, China; Henan University, School of Computer and Information Engineering, Kaifeng City, Henan Province, China",2024 6th International Conference on Electronic Engineering and Informatics (EEI),"8 Oct 2024","2024","","","1423","1426","Comprehensive analysis of EEG signals and visual information provides a more precise method for identifying human emotional states. Utilizing discrete wavelet transform technology, key features in EEG signals can be effectively extracted, while feature category selection is conducted based on the visual content viewed by the tester. By combining the EEG signal features with the visual information features, a more comprehensive feature set is formed. Compared to traditional methods that rely solely on EEG signals for emotional recognition, the strategy of fusing EEG signals with visual information exhibits higher recognition accuracy. Experimental analysis results on the DEAP dataset and MAHNOB-HCI dataset show that, in terms of valence dimension, this scheme achieved the highest average recognition accuracy of 0.8573; in terms of arousal dimension, it achieved the highest average recognition accuracy of 0.7183, significantly outperforming the recognition performance using only EEG signals.","","979-8-3503-5359-4","10.1109/EEI63073.2024.10696613","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10696613","emotion recognition;discrete wavelet transform;EEG signal;machine learning","Support vector machines;Emotion recognition;Visualization;Accuracy;Nearest neighbor methods;Feature extraction;Electroencephalography;Stability analysis;Discrete wavelet transforms;Informatics","","","","14","IEEE","8 Oct 2024","","","IEEE","IEEE Conferences"
"Deciphering Feelings: Exploring EEG Data for Human Emotion Recognition","P. Muthunayagom; A. C. Subhajini","Department of Computer Applications, Noorul Islam Centre for Higher Education, TamilNadu, India; Department of Computer Applications, Noorul Islam Centre for Higher Education, TamilNadu, India",2024 International Conference on Sustainable Communication Networks and Application (ICSCNA),"10 Feb 2025","2024","","","1181","1187","The ability to decipher human emotions through mind reading techniques has long been a subject of fascination, both in science fiction and scientific research. In recent years, advancements in neuroscience, artificial intelligence, and brain-computer interfaces have brought us closer to understanding and recognizing human emotions from brain activity. Recognizing and understanding human emotions has evolved significant attention in fields like psychology, technology, and healthcare. Electroencephalogram (EEG) signals, reflecting brain activity, offer valuable insights into the neural correlates of emotions. This paper reviews recent advancements in human emotion recognition from EEG signals, focusing on both deep learning and machine learning approaches. Deep learning methods, including convolutional neural networks (CNNs) and recurrent neural networks (RNNs), have shown promise in automatically extracting features from EEG data and accurately classifying emotions. This study explores methods to recognize human emotions using EEG data, focusing on the use of deep learning models to classify emotional states with high accuracy. Meanwhile, machine learning techniques such as support vector machines (SVMs) and ensemble methods have also been employed for emotion recognition tasks. Various studies utilizing different datasets and methodologies are discussed, highlighting the effectiveness of these approaches in emotion categorization. The review also discusses research gap like minimizing noise, extracting relevant features, and achieving real-time processing in EEG-based emotion recognition. It highlights potential avenues for future research in this area. The proposed approach offers insights into the applicability of EEG for real-time emotion analysis. Moreover, the review emphasizes the significance of EEG in deepening our comprehension of human emotions and its wide-ranging applications in fields such as human-computer interaction, healthcare, and education.","","979-8-3315-3001-3","10.1109/ICSCNA63714.2024.10863917","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10863917","Brain-Computer Interface;Neurophysiological Emotion Analysis;Affective Computing;Electroencephalography;EEG Signal Processing;Emotion Recognition;Deep Learning","Deep learning;Human computer interaction;Emotion recognition;Accuracy;Reviews;Medical services;Feature extraction;Electroencephalography;Real-time systems;Data models","","","","21","IEEE","10 Feb 2025","","","IEEE","IEEE Conferences"
"EEG-based emotion classification using deep neural network","M. Sallout; E. Mattar","College of Engineering, University of Bahrain, Sukhair Campus, P.O. Box 32038, Bahrain; College of Engineering, University of Bahrain, Sukhair Campus, P.O. Box 32038, Bahrain",4th Smart Cities Symposium (SCS 2021),"9 May 2022","2021","2021","","325","332","The interest in automation and intelligent application increases day by day, especially with new challenges facing humanities and unexpected global situations such as COVID and other pandemics. Most of those applications have a shared focus on technology related to gathering data or applying reactions based on it, which we usually call IoT, robotics, or something in between. On the health part, heart and brain signals play a fundamental role in providing data to smart platforms that may utilize this information in many ways to identify and treat some health conditions. This paper will cover emotional health, which grabs more attention because of social distancing that impacts the morality of the human being on a large scale. However, emotion recognition has a limitation based on the nature of emotion varieties due to the objects' personal, cultural, and psychological differences. Many researchers reported different cheap and practical methodologies of analysing Electroencephalogram (EEG) signals to detect different insights of emotional states. This research will critically analyse multiple Deep Neural Network techniques, namely convolutional neural network (CNN) and recurrent neural network (RNN).","","978-1-83953-658-8","10.1049/icp.2022.0364","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9770717","","","","1","","","","9 May 2022","","","IET","IET Conferences"
"TWEN: EEG Emotion Recognition Model Based on Weakly Supervised Learning Framework with Two-Phase Multitask Autoencoder","T. Kim; C. Jin; S. -E. Kim","Department of Applied Artificial Intelligence, Seoul National University of Science and Technology, Seoul, South Korea; Department of Applied Artificial Intelligence, Seoul National University of Science and Technology, Seoul, South Korea; Department of Applied Artificial Intelligence, Seoul National University of Science and Technology, Seoul, South Korea",2024 15th International Conference on Information and Communication Technology Convergence (ICTC),"14 Jan 2025","2024","","","1494","1498","Emotions significantly influence human cognition, behavior, and social interactions, making accurate recognition essential in Human-Computer Interaction (HCI) applications. This study addresses challenges in EEG-based emotion recognition, particularly inter-subject variability and label noise, which hinder the development of robust and generalized models. We propose a robust Two-phase Weakly Supervised Emotion Network (TWEN), a novel deep learning model designed to enhance emotion recognition. TWEN incorporates a Two-phase Multitask Autoencoder to mitigate inter-subject variability and a Top-k Selection method to reduce label noise. The model captures both local and global temporal features of EEG signals through an innovative fusion of attention mechanisms, ensuring accurate classification of emotions over varying durations. Evaluations on the THU-EP dataset demonstrate that TWEN outperforms state-of-the-art models, achieving a classification accuracy of 60.8%, with a standard deviation of 4.07%.","2162-1241","979-8-3503-6463-7","10.1109/ICTC62082.2024.10827151","National Research Foundation of Korea; Ministry of Science and ICT; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10827151","THU-EP;EEG;Emotion recognition;Weakly supervised learning;Two-phase Multitask Autoencoder","Deep learning;Emotion recognition;Accuracy;Weak supervision;Attention mechanisms;Autoencoders;Noise;Brain modeling;Feature extraction;Electroencephalography","","","","8","IEEE","14 Jan 2025","","","IEEE","IEEE Conferences"
"EEG-Based on Emotion Recognition Using Machine Learning","Y. Zhang","Huazhong Agricultural University, Wuhan, China",2023 IEEE International Conference on Image Processing and Computer Applications (ICIPCA),"27 Sep 2023","2023","","","226","232","Emotion is of great significance in human's daily interaction. Contemporarily, emotion recognition systems are beneficial in various areas, ranging from human-computer interaction (HCI) system to healthcare safety. So far, the Electroencephalogram (EEG) has received much attention because of its sensitivity to mood changes. However, the relationship hasn't been fully researched. To investigate the relationship among emotions, bands, channels and find a better classifier, this experiment organize the framework based on the DEAP dataset. After the data preprocessing, EEG data is reduced by principal component analysis (PCA). Then to create the emotion feature vectors, the discrete wavelet transform (DWT) is chosen as the parameter. Lastly, to categorize the EEG signal, support vector machine (SVM), random forest (RF), k-nearest neighbor (KNN), XGboost model is created. According to the experiment, this paper obtained the following relevant conclusions: 1) RF, SVM, KNN and XGboost classifier, performed with the accuracy of 77.01%, 80.44%, 66.75% and 77.75%, respectively; 2) In temperal and whole brain regions, gamma has the highest recognition ability, reaching 76.77% and 77.02%. The beta performs best in occipital, parietal, and central regions with 78.00%, 77.26%, and 78.00%, respectively; 3) The higher the frequency, the greater the oscillatory dynamics of brain activity on positive / negative emotions; 4) The AF3, AF4 area has a greater effect in reflecting emotions because of less irrelevant influences.","","979-8-3503-1467-0","10.1109/ICIPCA59209.2023.10257784","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10257784","EEG;emotion recognition;DEAP;machine learning","Support vector machines;Human computer interaction;Emotion recognition;Sensitivity;Transforms;Brain modeling;Electroencephalography;Discrete wavelet transforms;Classification tree analysis;Principal component analysis","","","","11","IEEE","27 Sep 2023","","","IEEE","IEEE Conferences"
"Deep Neural Classifiers For Eeg-Based Emotion Recognition In Immersive Environments","J. Teo; J. T. Chia","Faculty of Computing & Informatics, Universiti Malaysia Sabah, Kota Kinabalu, Sabah, Malaysia; Faculty of Computing & Informatics, Universiti Malaysia Sabah, Kota Kinabalu, Sabah, Malaysia",2018 International Conference on Smart Computing and Electronic Enterprise (ICSCEE),"18 Nov 2018","2018","","","1","6","Emotion recognition has become a major endeavor in artificial general intelligence applications in recent years. Although significant progress has been made in emotion recognition for music, image and video stimuli, it remains largely unexplored for immersive virtual stimuli. Our main objective for this line of investigation is to enable consistently reliable emotion recognition for virtual reality stimuli using only cheap, commercial-off-the-shelf electroencephalography (EEG) headsets which have significantly less recording channels and far lower signal resolution commonly called “Wearable EEG” as opposed to medical-grade EEG headsets with the ultimate goal of applying EEG-based emotion prediction to procedurally-generated affective content such as immersive computer games and virtual learning environments through machine learning. Our prior preliminary study has found that the use of a 4-channel, 256-Hz was indeed able to perform the required emotion recognition tasks from VR stimuli albeit at classification rates of between 65-89% classification accuracy only using Support Vector Machines (SVMs) and K-Nearest Neighbor (KNN) classifiers. For this particular study, we attempt to improve the classification rates to above 95% by conducting a comprehensive investigation into the use of various deep neural-based learning architectures for this domain. By tuning the deep neural classifiers in terms of the number of hidden layers, number of hidden nodes and the nodal dropout ratio, the emotion prediction accuracy was able to be improved to over 96%. This shows the continued promise of the application of wearable EEG for emotion prediction as a cost-effective and userfriendly approach for consistent and reliable prediction deployment in virtual reality-related content and environments through deep learning approaches.","","978-1-5386-4838-4","10.1109/ICSCEE.2018.8538382","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8538382","electroencephalography;emotion recognition;machine learning;virtual reality;wearable EEG.","Electroencephalography;Virtual reality;Emotion recognition;Headphones;Electrodes;Feature extraction;Reliability","","6","","17","IEEE","18 Nov 2018","","","IEEE","IEEE Conferences"
"3DCANN: A Spatio-Temporal Convolution Attention Neural Network for EEG Emotion Recognition","S. Liu; X. Wang; L. Zhao; B. Li; W. Hu; J. Yu; Y. -D. Zhang","College of Electronic and Information Engineering, Hebei University, Machine Vision Engineering Research Center of Hebei Province, Baoding, China; College of Electronic and Information Engineering, Hebei University, Key Laboratory of Digital Medical Engineering of Hebei Province, Baoding, China; College of Electronic and Information Engineering, Hebei University, Key Laboratory of Digital Medical Engineering of Hebei Province, Baoding, China; National Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences, Beijing, China; National Laboratory of Pattern Recognition (NLPR), Institute of Automation, Chinese Academy of Sciences, Beijing, China; Department of Interventional Ultrasound, PLA Medical College & Chinese PLA General Hospital, Beijing, China; School of Informatics, University of Leicester, Leicester, U.K.",IEEE Journal of Biomedical and Health Informatics,"10 Nov 2022","2022","26","11","5321","5331","Since electroencephalogram (EEG) signals can truly reflect human emotional state, emotion recognition based on EEG has turned into a critical branch in the field of artificial intelligence. Aiming at the disparity of EEG signals in various emotional states, we propose a new deep learning model named three-dimension convolution attention neural network (3DCANN) for EEG emotion recognition in this paper. The 3DCANN model is composed of spatio-temporal feature extraction module and EEG channel attention weight learning module, which can extract the dynamic relation well among multi-channel EEG signals and the internal spatial relation of multi-channel EEG signals during continuous period time. In this model, the spatio-temporal features are fused with the weights of dual attention learning, and the fused features are input into the softmax classifier for emotion classification. In addition, we utilize SJTU Emotion EEG Dataset (SEED) to appraise the feasibility and effectiveness of the proposed algorithm. Finally, experimental results display that the 3DCANN method has superior performance over the state-of-the-art models in EEG emotion recognition.","2168-2208","","10.1109/JBHI.2021.3083525","National Natural Science Foundation of China(grant numbers:61572063); Natural Science Foundation of Hebei Province(grant numbers:F2020201025,F2019201151); Science Research Project of Hebei Province(grant numbers:BJ2020030); Open Foundation of Guangdong Key Laboratory of Digital Signal and Image Processing(grant numbers:2020GDDSIPL-04); High-Performance Computing Center of HBU; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9440794","3D convolution attention neural network;dual attention learning;EEG emotion recognition;spatio-temporal feature","Electroencephalography;Feature extraction;Emotion recognition;Convolution;Brain modeling;Deep learning;Neural networks","Humans;Artificial Intelligence;Electroencephalography;Neural Networks, Computer;Emotions;Attention","89","","47","IEEE","25 May 2021","","","IEEE","IEEE Journals"
