"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Application of Transformer with Auto-Encoder in Motor Imagery EEG Signals","R. Jiang; L. Sun; X. Wang; Y. Xu","College of Telecommunications and Information Engineering Nanjing University of Posts and Telecommunications, Jiang Su, China; College of Telecommunications and Information Engineering Nanjing University of Posts and Telecommunications, Jiang Su, China; College of Telecommunications and Information Engineering Nanjing University of Posts and Telecommunications, Jiang Su, China; College of Telecommunications and Information Engineering Nanjing University of Posts and Telecommunications, Jiang Su, China",2022 14th International Conference on Wireless Communications and Signal Processing (WCSP),"15 Feb 2023","2022","","","1","7","The motor imagery brain-computer interface (MI-Bel) based on motor imagery has always been the focus of scholars. However, traditional motor imagery electroencephalogram (EEG) recognition systems cannot accurately extract signals with significant or redundant features and have low classification and recognition accuracy. To overcome this difficulty, this study proposes a novel motor imagery EEG based on deep learning. This method applies the Transformer based on the attention mechanism to the field of motor imagery EEG signals, and uses auto-encoder (AE) for dimensionality reduction. The experimental results verify that the proposed method has high average classification accuracy, kappa coefficient and Fl-score by comparing with the combination of Linear Discriminant Analysis (LDA) and K-Nearest Neighbor (KNN) algorithms. It is more suitable for binary classification of motor imagery.","","978-1-6654-5085-0","10.1109/WCSP55476.2022.10039415","National Natural Science Foundation of China(grant numbers:61971241,62071245); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10039415","motor imagery;deep learning;auto-encoder;attention module;transformer module","Dimensionality reduction;Wireless communication;Image recognition;Signal processing algorithms;Transformers;Feature extraction;Prediction algorithms","","7","","7","IEEE","15 Feb 2023","","","IEEE","IEEE Conferences"
"Classification of Motor Imagery EEG Based on a Time-Frequency Analysis and Second-Order Blind Identification","D. Xiao; J. Hu","Institute of Information and Technology, Jiangxi Blue Sky University, Nanchang, China; Institute of Information and Technology, Jiangxi Blue Sky University, Nanchang, China",2008 2nd International Conference on Bioinformatics and Biomedical Engineering,"3 Jun 2008","2008","","","2199","2201","In this paper, two methods for the classification of motor imagery electroencephalogram (EEG) recordings in a brain computer interface (BCI) task was described. The first one is based on a time-frequency analysis of EEG signals. The original EEG signals are converted to time-frequency signals by a function of short time Fourier transforms (STFTs). In another method, we applied second-order blind identification (SOBI), a blind source separation (BSS) algorithm to preprocess EEG data. Subsequently in both of two methods, Fisher class separability criterion was used to select the features. Finally, classification of Motor Imagery EEG evoked by a sequence of randomly mixed left and right motor imagery was performed by a linear classifier or back-propagation neural networks (BPNN), using as inputs the two STFTs time- frequency signals or the two SOBI-recovered SI components or the two EEG channels C3/C4. The results showed that classification accuracy of Motor Imagery EEG was significantly improved by STFTs or SOBI preprocessing.","2151-7622","978-1-4244-1747-6","10.1109/ICBBE.2008.880","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4535760","","Electroencephalography;Time frequency analysis;Brain computer interfaces;Fourier transforms;Biological neural networks;Communication system control;Rhythm;Wavelet analysis;Electrodes;Image converters","","3","","17","IEEE","3 Jun 2008","","","IEEE","IEEE Conferences"
"EEG Motor Imagery Classification using Graphical Neural Networks with Attention Mechanism","H. M. Zegallai; D. A. Emsilkh","Dept. of Electrical and Electronic Engineering, Faculty of Engineering, University of Tripoli, Tripoli, Libya; Dept. of Electrical and Electronic Engineering, Faculty of Engineering, University of Tripoli, Tripoli, Libya",2024 IEEE 4th International Maghreb Meeting of the Conference on Sciences and Techniques of Automatic Control and Computer Engineering (MI-STA),"30 Jul 2024","2024","","","723","728","This research study presents a novel approach for decoding brain activity measured by electroencephalogram (EEG) signals in brain-computer interface (BCI) systems. Traditional methods overlook the topological relationship among electrodes, which is crucial for understanding brain dynamics. To address this, we propose a deep learning framework based on graph convolutional neural networks (GCNs) with an attention mechanism, aiming to enhance the decoding performance of raw EEG signals during motor imagery tasks. Our approach constructs a GCNs-Net by utilizing graph convolutional layers to learn generalized features from EEG data, considering the functional topological relationship of electrodes. Pooling layers are employed for dimensionality reduction, and a fully-connected softmax layer generates final predictions. The evaluation results demonstrate that our approach achieves a high averaged accu-racy of 95% for group levels, showing adaptability and robustness to individual variability. Moreover, the results are reproducible across multiple experiments for cross-validation, highlighting the potential of our method in improving BCI approaches.","","979-8-3503-7263-2","10.1109/MI-STA61267.2024.10599653","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10599653","BCI;EEG;GCN;CNN;MI","Electrodes;Accuracy;Attention mechanisms;Motors;Brain modeling;Electroencephalography;Robustness","","","","8","IEEE","30 Jul 2024","","","IEEE","IEEE Conferences"
"Deep Learning-Based Classification Research of Multi-class Motor Imagery EEG Signals","F. Li; X. Shi; C. Li; X. Qu","College of Engineering, Qufu Normal University, Rizhao, China; College of Engineering, Qufu Normal University, Rizhao, China; College of Engineering, Qufu Normal University, Rizhao, China; College of Engineering, Qufu Normal University, Rizhao, China",2024 4th International Symposium on Artificial Intelligence and Intelligent Manufacturing (AIIM),"26 Mar 2025","2024","","","670","674","This paper addresses the challenges of large parameter quantities and low operational efficiency faced by traditional deep learning models in EEG signal processing by proposing a model that integrates a One-dimensional Convolutional Neural Network (1DCNN) with a Temporal Convolutional Network (TCN). The model enhances signal class separability using One Versus Rest the Common Spatial Pattern (OVR-CSP) and strengthens key features through Squeeze-and-Excitation (SE), forming a dual-branch 1DCNN-TCN model for motor imagery EEG signal classification. Experimental validation on the BCI Competition IV 2a dataset demonstrates an average accuracy of $\mathbf{8 3. 1 3 \%}$. Compared to other advanced deep learning models, the training time is reduced by 8% to 23%, showcasing superior classification performance and efficient processing speed. This model offers a novel solution for EEG signal processing, making it particularly suitable for brain-computer interface systems that require rapid responses.","","979-8-3315-4172-9","10.1109/AIIM64537.2024.10934589","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10934589","1DCNN;TCN;EEG;Motor Intention Recognition","Deep learning;Training;Pattern classification;Signal processing;Brain modeling;Feature extraction;Motors;Electroencephalography;Manufacturing;Convolutional neural networks","","","","14","IEEE","26 Mar 2025","","","IEEE","IEEE Conferences"
"4D-CRNN Model of EEG Motor Imagery with Attention Module","W. Wang; H. Meng; G. Liu","School of Instrument Science and Opto-Electronic Engineering, Beijing Information Science & Technology University, Beijing, China; School of Instrument Science and Opto-Electronic Engineering, Beijing Information Science & Technology University, Beijing, China; School of Instrument Science and Opto-Electronic Engineering, Beijing Information Science & Technology University, Beijing, China",2024 China Automation Congress (CAC),"13 Feb 2025","2024","","","6290","6295","EEG signals are often used to classify motor imagery in the field of brain-computer interface research. Deep learning is used in EEG signal classification to focus on extracting features, selecting features, and classifying them. Taking the frequency, spatial and temporal features of the signal into account at the same time, in the 4D-CRNN model, motor imagery can be classified from EEG signals based on its characteristics. The model achieved good results in this area. As a part of the experiment, attention module has been introduced into the model, resulting in a partially improved model effect.","2688-0938","979-8-3503-6860-4","10.1109/CAC63892.2024.10864971","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10864971","4D-CRNN model;attention module;EEG signal;motor imagery","Training;Deep learning;Time-frequency analysis;Accuracy;Pattern classification;Organizations;Brain modeling;Motors;Feature extraction;Electroencephalography","","","","13","IEEE","13 Feb 2025","","","IEEE","IEEE Conferences"
"EEG-based left-hand/right-hand/rest motor imagery task classification","S. Zakrzewski; B. Stasiak; A. Wojciechowski","Institute of Information Technology, Lodz University of Technology, Lodz, Poland; Institute of Information Technology, Lodz University of Technology, Lodz, Poland; Institute of Information Technology, Lodz University of Technology, Lodz, Poland",2022 IEEE 16th International Scientific Conference on Informatics (Informatics),"4 Apr 2023","2022","","","368","372","This paper presents an EEG-based Brain-Computer Interface (BCI) designed for classification of motor imagery tasks. Apart from the imagined right-hand / left-hand movements, a third class - the resting (idle) state - is also included. The classification is based on Linear Discriminant Analysis (LDA) and Common Spatial Patterns (CSP) filtering of the band-limited EEG signal acquired from 10 electrodes placed over the motor cortex area. The system, planned for integration with a virtual reality (VR) environment and designed for future neurorehabilitation applications is tested on an experimental database comprising 52 subjects. The observed variability be-tween individual participants and selected subgroups is further analysed with statistical tools, revealing significant differences with respect to gender, age and individual motor imagery task classes.","","979-8-3503-1034-4","10.1109/Informatics57926.2022.10083491","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10083491","real time EEG analysis;Virtual Reality;neurore-habilitation;CSP filtering;motor imagery;Linear Discriminant Analysis","Image recognition;Virtual reality;Signal processing;Information filters;Electroencephalography;Real-time systems;Linear discriminant analysis","","","","25","IEEE","4 Apr 2023","","","IEEE","IEEE Conferences"
"Improving EEG-Based Motor Imagery Classification Using Hybrid Neural Network","C. Li; H. Yang; X. Wu; Y. Zhang","Key Laboratory of Modern Teaching Technology, Ministry of Education (Shaanxi Normal University), Xi’an, China; Key Laboratory of Modern Teaching Technology, Ministry of Education (Shaanxi Normal University), Xi’an, China; Key Laboratory of Modern Teaching Technology, Ministry of Education (Shaanxi Normal University), Xi’an, China; Key Laboratory of Modern Teaching Technology, Ministry of Education (Shaanxi Normal University), Xi’an, China","2021 IEEE 9th International Conference on Information, Communication and Networks (ICICN)","17 Jan 2022","2021","","","486","489","Motor imagery EEG (MI-EEG) is a subjective signal generated by testers, which is collected through brain-computer interface (BCI). With the characteristics of noninvasive, inexpensive, and easily applied to human beings, MI-EEG classification is a popular research area in recent years. Due to the low signal-to-noise ratio and incomplete EEG signals, high accuracy rate classification is still a challenging problem. Most existing works of deep learning only regard EEG signals as chain-like sequences data and use single neural network for classification. To solve the above issues, we propose an improved EEG signals classification method via a hybrid neural network (HNN). In our work, we first use the origin EEG signals without removing noise and any filtering process, to ensure real-time property. Then, the EEG signals are divided into some small segments, and we arrange the data by considering the spatial position of electrodes. Finally, we propose a hybrid neural network by combing CNN, DNN, LSTM network. Experimental results for two challenging EEG signal classification benchmark datasets show that the proposed method has a good classification performance compared with several state-of-the-art EEG signal classification algorithms. After multiple sample testing, the average experiment result is 75.52%, which is 7.32% higher than the latest method.","","978-1-6654-3861-2","10.1109/ICICN52636.2021.9673861","National Natural Science Foundation of China; Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9673861","classification;EEG signal;deep learning;motor imagination","Electrodes;Deep learning;Filtering;Conferences;Pattern classification;Electroencephalography;Real-time systems","","3","","12","IEEE","17 Jan 2022","","","IEEE","IEEE Conferences"
"Upper Limb Motor Imagery Task Classification for EEG-based Brain Computer Interface Development","K. N. Faisal; P. Haribhau Kurhe; K. S. Upadhyay; R. Raj Sharma","Department of Electronics Engineering, Defence Institute of Advanced Technology, Pune, India; Department of E&TCE, Nutan College of Engineering and Research, Pune, India; Department of E&TCE, Nutan College of Engineering and Research, Pune, India; Department of Electronics Engineering, Defence Institute of Advanced Technology, Pune, India","2024 IEEE International Conference on Electronics, Computing and Communication Technologies (CONECCT)","20 Sep 2024","2024","","","1","5","Motor imagery (MI) research in brain-computer interfaces (BCIs) for specific limb movements is an important field with practical applications. There is a necessity to create a multi-category paradigm for MI that encompasses single-limb movements and accurately interprets them, which is essential for the progression of MI-based BCIs. Moreover, categorizing brain activity among diverse individuals continues to be a substantial hurdle in the field of MI-based BCIs. Motivated by this, a new approach for classifying six different upper limb movement tasks based on electroencephalogram (EEG) signals is presented in this study. Various time-domain statistical and band-power features are obtained from the pre-processed EEG signals. These features, along with an improved ensemble classifier, achieved an overall micro-averaged accuracy of 97.50% and a mean accuracy of 99.17% in categorizing diverse MI tasks from EEG signals. The derived features were evaluated using multiple machine learning classifiers to demonstrate their capability to capture distinct information between classes. The proposed method outperforms recent approaches applied to the same dataset, indicating its potential to advance MI-based BCIs development across various applications.","2766-2101","979-8-3503-8592-2","10.1109/CONECCT62155.2024.10677276","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10677276","Motor imagery (MI);brain-computer interfaces (BCIs);electroencephalogram (EEG);and machine learning","Accuracy;Signal processing algorithms;Machine learning;Signal processing;Motors;Feature extraction;Electroencephalography","","","","13","IEEE","20 Sep 2024","","","IEEE","IEEE Conferences"
"Combining CNN with Autoencoder for Motor-Imagery Classification","J. Karthika; M. Ganesan; R. Lavanya","Department of Electronics and Communication Engineering, Amrita School of Engineering, Coimbatore Amrita Vishwa Vidyapeetham, India; Department of Electronics and Communication Engineering, Amrita School of Engineering, Coimbatore Amrita Vishwa Vidyapeetham, India; Department of Electronics and Communication Engineering, Amrita School of Engineering, Coimbatore Amrita Vishwa Vidyapeetham, India",2022 7th International Conference on Communication and Electronics Systems (ICCES),"29 Jul 2022","2022","","","1295","1300","Motor Imagery (MI) is a significant component to start with Brain-Computer-Interface (BCI) research. For the past decade, EEG (Electroencephalogram) signal-based MI classification remains a major area of interest for researchers. In this paper, the accuracy of the multi-class classification of MI with EEG signal using machine learning (One-vs-One and One-vs-Rest), and Deep Learning (CNN - Convolutional Neural Network) using pre-processing techniques such as Wavelet Transform (WT) and Short-Time Fourier Transform (STFT) has been compared. The EEG signals are acquired from the PhysioNet Database (EEG Motor Movement/Imagery Dataset Version 1.0). From the comparative analysis study, the Deep Learning approach for Wavelet Transformed EEG signal gave the highest overall accuracy of 96.68% and AUC score of 0.87.","","978-1-6654-9634-6","10.1109/ICCES54183.2022.9835739","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9835739","EEG signal;Motor Imagery;One-vs-One;One-vs-Rest;Convolutional Neural Network;Wavelet Transform;Short-Time Fourier Transform","Wavelet transforms;Deep learning;Time-frequency analysis;Fourier transforms;Wavelet domain;Brain modeling;Wavelet analysis","","5","","20","IEEE","29 Jul 2022","","","IEEE","IEEE Conferences"
"Subject-Independent Deep Architecture for EEG-Based Motor Imagery Classification","S. Sartipi; M. Cetin","Department of Electrical and Computer Engineering, University of Rochester, Rochester, NY, USA; Department of Electrical and Computer Engineering, University of Rochester, Rochester, NY, USA",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"8 Feb 2024","2024","32","","718","727","Motor imagery (MI) classification based on electroencephalogram (EEG) is a widely-used technique in non-invasive brain-computer interface (BCI) systems. Since EEG recordings suffer from heterogeneity across subjects and labeled data insufficiency, designing a classifier that performs the MI independently from the subject with limited labeled samples would be desirable. To overcome these limitations, we propose a novel subject-independent semi-supervised deep architecture (SSDA). The proposed SSDA consists of two parts: an unsupervised and a supervised element. The training set contains both labeled and unlabeled data samples from multiple subjects. First, the unsupervised part, known as the columnar spatiotemporal auto-encoder (CST-AE), extracts latent features from all the training samples by maximizing the similarity between the original and reconstructed data. A dimensional scaling approach is employed to reduce the dimensionality of the representations while preserving their discriminability. Second, a supervised part learns a classifier based on the labeled training samples using the latent features acquired in the unsupervised part. Moreover, we employ center loss in the supervised part to minimize the embedding space distance of each point in a class to its center. The model optimizes both parts of the network in an end-to-end fashion. The performance of the proposed SSDA is evaluated on test subjects who were not seen by the model during the training phase. To assess the performance, we use two benchmark EEG-based MI task datasets. The results demonstrate that SSDA outperforms state-of-the-art methods and that a small number of labeled training samples can be sufficient for strong classification performance.","1558-0210","","10.1109/TNSRE.2024.3360194","National Science Foundation (NSF)(grant numbers:CCF-1934962,DGE-1922591); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10416682","Brain-computer interfaces;electroencephalography;motor imagery;semi-supervised deep architecture","Electroencephalography;Brain modeling;Task analysis;Convolutional neural networks;Feature extraction;Training;Recording","Humans;Electroencephalography;Machine Learning;Brain-Computer Interfaces;Learning;Benchmarking;Algorithms;Imagination","3","","55","CCBYNCND","30 Jan 2024","","","IEEE","IEEE Journals"
"Identification of Motor Imagery EEG Signal","D. Xiao; J. Hu","Institute of Information and Technology, Jiangxi Blue Sky University, Nanchang, China; Institute of Information and Technology, Jiangxi Blue Sky University, Nanchang, China",2010 International Conference on Biomedical Engineering and Computer Science,"6 May 2010","2010","","","1","4","To identify subjects by classifying motor imagery EEG signal. Second-order blind identification (SOBI), a blind source separation (BSS) algorithm was applied to preprocess EEG data in for higher signal-to-noise ratio. Subsequently, Fisher distance was used to extract features. Finally, classification of extracted features was performed by back-propagation neural networks. Four types motor imagery EEG of three subjects was classified respectively. The results showed that the average classification accuracy achieved over 80%, and the highest was 88.1% on tongue movement imagery EEG.","2165-9249","978-1-4244-5315-3","10.1109/ICBECS.2010.5462405","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5462405","","Electroencephalography;Signal processing;Data mining;Feature extraction;Biometrics;Tongue;Signal to noise ratio;Biological neural networks;Foot;Blind source separation","","10","","14","IEEE","6 May 2010","","","IEEE","IEEE Conferences"
"Improving the Separability of Motor Imagery EEG Signals Using a Cross Correlation-Based Least Square Support Vector Machine for Brain–Computer Interface","S. Siuly; Y. Li","Centre for Systems Biology, Department of Mathematics and Computing, University of Southern Queensland, Toowoomba, QLD, Australia; Centre for Systems Biology, Department of Mathematics and Computing, University of Southern Queensland, Toowoomba, QLD, Australia",IEEE Transactions on Neural Systems and Rehabilitation Engineering,"5 Jul 2012","2012","20","4","526","538","Although brain-computer interface (BCI) techniques have been developing quickly in recent decades, there still exist a number of unsolved problems, such as improvement of motor imagery (MI) signal classification. In this paper, we propose a hybrid algorithm to improve the classification success rate of MI-based electroencephalogram (EEG) signals in BCIs. The proposed scheme develops a novel cross-correlation based feature extractor, which is aided with a least square support vector machine (LS-SVM) for two-class MI signals recognition. To verify the effectiveness of the proposed classifier, we replace the LS-SVM classifier by a logistic regression classifier and a kernel logistic regression classifier, separately, with the same features extracted from the cross-correlation technique for the classification. The proposed approach is tested on datasets, IVa and IVb of BCI Competition III. The performances of those methods are evaluated with classification accuracy through a 10-fold cross-validation procedure. We also assess the performance of the proposed method by comparing it with eight recently reported algorithms. Experimental results on the two datasets show that the proposed LS-SVM classifier provides an improvement compared to the logistic regression and kernel logistic regression classifiers. The results also indicate that the proposed approach outperforms the most recently reported eight methods and achieves a 7.40% improvement over the best results of the other eight studies.","1558-0210","","10.1109/TNSRE.2012.2184838","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6138325","Brain–computer interface (BCI);cross-correlation technique;electroencephalogram (EEG);feature extraction;kernel logistic regression;least square support vector machine (LS-SVM);logistic regression;motor imagery (MI)","Electroencephalography;Feature extraction;Classification algorithms;Brain computer interfaces;Support vector machines;Regression analysis","Biofeedback, Psychology;Biofeedback, Psychology;Computer Simulation;Data Interpretation, Statistical;Evoked Potentials, Motor;Female;Humans;Imagination;Least-Squares Analysis;Male;Models, Neurological;Motor Cortex;Movement;Pattern Recognition, Automated;Reproducibility of Results;Sensitivity and Specificity;Statistics as Topic;Support Vector Machines;User-Computer Interface;Young Adult","169","","42","IEEE","23 Jan 2012","","","IEEE","IEEE Journals"
"Advancements in Temporal Fusion: A New Horizon for EEG-Based Motor Imagery Classification","S. Kundu; A. S. Tomar; A. Chowdhury; G. Thakur; A. Tomar","CDAC, Noida, Guru Gobind Singh Indraprastha University, New Delhi, India; Department of Computer Science and Engineering, Kalyani Government Engineering College, Kalyani, India; School of Computer Science and Electronic Engineering, University of Essex, CO4 3SQ Colchester, U.K; Department of Networking and Communications, SRM Institute of Science and Technology, Chennai, India; College of Allied Science, COER University, Roorkee, India",IEEE Transactions on Medical Robotics and Bionics,"2 May 2024","2024","6","2","567","576","BCIs facilitate seamless engagement between individuals with motor disabilities and their surrounding environment by translating electroencephalography (EEG) signals generated from Motor Imagery (MI). Crucial to this process is the accurate classification of different types of MI tasks - a challenge that calls for the consistent evolution and refinement of reliable methodologies for EEG signal classification. This paper introduces three innovative approaches: M1, employing a temporal block technique combined with Filter Bank Common Spatial Pattern (FBCSP) and mutual information-based feature selection with a Random Forest classifier; and M2 and M3, extending M1 using Temporal Probability Fusion (TPF) and Probability Difference-based Temporal Fusion (PDTF) respectively. These methods aim to enhance MI EEG signal classification. The effectiveness of M1, M2, and M3 was scrutinized under differing scenarios including changing overlap sizes and channel choices. The analysis highlights that our methods exhibit enhanced performance under particular conditions, underlining the crucial role of temporal information and channel selection. Comparison with established methodologies verifies the superior efficiency of our proposed strategies. This study foregrounds the considerable potential of TPF and PDTF in MI EEG classification tasks, with significant implications for the future development of BCI systems.","2576-3202","","10.1109/TMRB.2024.3387092","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10496494","Machine learning;motor imagery classification;EEG;brain-computer interface (BCI);temporal probability fusion (TPF);probability difference-based temporal fusion (PDTF);temporal block approach;neurorehabilitation","Electroencephalography;Motors;Feature extraction;Medical robotics;Machine learning;Brain-computer interfaces;Neurorehabilitation","","1","","41","IEEE","10 Apr 2024","","","IEEE","IEEE Journals"
"Performance Analysis of Tri-channel Active Electrode EEG Device Designed for Classification of Motor Imagery Brainwaves for Brain ComputerInterface","S. Bista; N. BikramAdhikari","Department of Electronics and Computer Engineering, Tribhuvan University, Patan, Nepal; Department of Electronics and Computer Engineering, Tribhuvan University, Patan, Nepal","2018 International Conference on Advances in Computing, Communication Control and Networking (ICACCCN)","1 Jul 2019","2018","","","662","667","This paper presents a modest, low cost method todesign a modular electroencephalography (EEG) signal acquisitionsystem for Brain Computer Interface (BCI) application.The system is based on active electrode EEG sensors along withArduino-Uno hardware, to acquire 3 channels for recording EEGsignals. In addition to that, a graphical user interface (GUI)was developed using Matrix Laboratory (MATLAB) for the purpose of signal processing and visualization. The performanceof designed EEG acquisition system was evaluated on the basisof classification of Motor Imagery (MI) brainwaves for imaginedleft-hand (LH) and right-hand (RH) movement. The designedsystem was used to record the MI brainwaves of 10 differentsubjects and the recorded data was split into a training set andtest set. Independent Component Analysis (ICA) was used for theremoval of EEG artifacts. The feature extraction was done usingWavelet Decomposition (WD) using Morlet as mother wavelet.The wavelet decomposed signal features like Maximum Power(MP) and Approximate Frequency (AF) was used as classificationfeatures for the classification of MI brainwaves. The classificationof MI brainwave signals was done using Linear DiscriminantAnalysis (LDA) which showed the accuracy of 81.6 percentagesfor testingdata set. Thus, the designed three channel active electrode EEGdevice could be used in various BCI applications.","","978-1-5386-4119-4","10.1109/ICACCCN.2018.8748453","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8748453","EEG;BCI;Active Electrodes;ICA;Wavelet Decomposition;LDA","Electroencephalography;Electrodes;Feature extraction;Data acquisition;Headphones;Matlab;Biomedical monitoring","","","","16","IEEE","1 Jul 2019","","","IEEE","IEEE Conferences"
"Towards sign language recognition using EEG-based motor imagery brain computer interface","D. AlQattan; F. Sepulveda","Technical College for Girls in AlAhsa, Technical and Vocational Training Corporation, AlAhsa, Saudi Arabia; School of Computer Science and Electronic Engineering, University of Essex Colchester, United Kingdom",2017 5th International Winter Conference on Brain-Computer Interface (BCI),"20 Feb 2017","2017","","","5","8","While BCIs have a wide range of applications, the majority of research in the field is concentrated on addressing the issues of controlling and communicating for paralysed patients. This research seeks to examine-through the completion of offline experimentation-a particular aspect; that is, the likelihood of linguistic communication with those paralysed patients, merely by means of neural activity in the brain. Electroencephalogram (EEG) brain activities obtained whilst imagining execution of six one-handed signs from American Sign Language (ASL) were investigated. Upon reviewing the findings, it is demonstrated that EEG signal analysis can be used efficiently to identify hand movement of sign language from the brain. SVM and LDA both showed the highest accuracy, achieving around 75% correct when the Entropy feature type was examined.","","978-1-5090-5096-3","10.1109/IWW-BCI.2017.7858143","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7858143","Brain Computer Interface (BCI);Motor Imagery;Electroencephalogram (EEG);Sign language","Assistive technology;Ions;Gesture recognition;Magnetic separation;Magnetic resonance imaging;Electroencephalography;Wavelet analysis","","15","","19","IEEE","20 Feb 2017","","","IEEE","IEEE Conferences"
"Formulating Divergence Framework for Multiclass Motor Imagery EEG Brain Computer Interface","S. Kumar; T. K. Reddy; V. Arora; L. Behera","Department of Electrical and Computer Engineering, University of Texas at Austin; Department of Electrical Engineering, Indian Institute of Technology, Kanpur; Department of Electrical Engineering, Indian Institute of Technology, Kanpur; Department of Electrical Engineering, Indian Institute of Technology, Kanpur","ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","9 Apr 2020","2020","","","1344","1348","The ubiquitous presence of non-stationarities in the EEG signals significantly perturb the feature distribution thus deteriorating the performance of Brain Computer Interface. In this work, a novel method is proposed based on Joint Approximate Diagonalization (JAD) to optimize stationarity for multiclass motor imagery Brain Computer Interface (BCI) in an information theoretic framework. Specifically, in the proposed method, we estimate the subspace which optimizes the discriminability between the classes and simultaneously preserve stationarity within the motor imagery classes. We determine the subspace for the proposed approach through optimization using gradient descent on an orthogonal manifold. The performance of the proposed stationarity enforcing algorithm is compared to that of baseline One-Versus-Rest (OVR)-CSP and JAD on publicly available BCI competition IV dataset IIa. Results show that an improvement in average classification accuracies across the subjects over the baseline algorithms and thus essence of alleviating within session non-stationarities.","2379-190X","978-1-5090-6631-5","10.1109/ICASSP40776.2020.9053168","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9053168","Brain Computer Interface (BCI);Electroencephalogram (EEG);Motor Imagery (MI);Divergence;Common Spatial Patterns (CSP);Joint Approximate Diagonalization (JAD);Information theoretic (IT)","Manifolds;Signal processing algorithms;Transforms;Brain-computer interfaces;Electroencephalography;Classification algorithms;Covariance matrices","","16","","18","IEEE","9 Apr 2020","","","IEEE","IEEE Conferences"
"Feature Extraction Algorithm based on CSP and Wavelet Packet for Motor Imagery EEG signals","G. Feng; L. Hao; G. Nuo","School of Information & Electrical Engineering, Shandong Jianzhu University, Jinan, China; School of Information & Electrical Engineering, Shandong Jianzhu University, Jinan, China; School of Information & Electrical Engineering, Shandong Jianzhu University, Jinan, China",2019 IEEE 4th International Conference on Signal and Image Processing (ICSIP),"17 Oct 2019","2019","","","798","802","Brain-computer interface (BCI) provides a new way for people who are unable to communicate with each other. The traditional EEG signal feature extraction method based on frequency characteristics only extracts the energy features of each channel, but ignores the correlation information between different channels. In order to obtain better feature extraction results, the method of EEG signal feature extraction based on wavelet packet and Common Space Pattern (CSP) is adopted in this paper. Firstly, on the basis of analyzing channels and frequency bands closely related to event desynchronization, wavelet packet decomposition was carried out for EEG signals to extract the activity imagination EEG co-rhythms and beta rhythms. Spatial filtering was carried out to extract features through the CSP algorithm, and then the related nodes were selected to calculate the wavelet packet energy. Combining the advantages of wavelet packet and CSP method, the correlation information between different channels can be fully utilized, and the Support Vector Machine (SVM) can be used to classify the two kinds of EEG signals. Corresponding experiments were conducted on BCI competition data sets, the classify results show that the proposed feature extraction algorithm can extract useful features for motor imagery EEG signals and get high classify accuracy.","","978-1-7281-3660-8","10.1109/SIPROCESS.2019.8868635","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8868635","component;Wavelet packet analysis;Common space pattern (CSP);Support vector machines (SVM);Brain-computer interface (BCI);Motor Imagery (MI);Feature Extraction","Feature extraction;Electroencephalography;Wavelet packets;Covariance matrices;Classification algorithms;Support vector machines","","9","","16","IEEE","17 Oct 2019","","","IEEE","IEEE Conferences"
